city,year,party,tot_invest,administration_invest,social_invest,environment_invest,transport_invest,education_invest,culture_invest,sport_invest,tourism_invest,economic_invest,sevice_invest,police_invest,justice_invest
,,,,,,,,,,,,,,,
messina,2014,more_party,"INVESTIMENTI 31,9 milioni ",INVESTIMENTI 487912 ,"INVESTIMENTI 4,6 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 20,4 milioni ",INVESTIMENTI 317444 ,INVESTIMENTI 0 ,"INVESTIMENTI 2,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 398409 ,INVESTIMENTI 0 ,INVESTIMENTI 536436 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
milano,2005,FI,"INVESTIMENTI 8,5 miliardi ","INVESTIMENTI 8,1 miliardi ","INVESTIMENTI 18,7 milioni ","INVESTIMENTI 86,3 milioni ","INVESTIMENTI 225,2 milioni ","INVESTIMENTI 30,5 milioni ","INVESTIMENTI 28,6 milioni ",INVESTIMENTI 469237 ,INVESTIMENTI 0 ,INVESTIMENTI 376751 ,"INVESTIMENTI 53,9 milioni ","INVESTIMENTI 3,2 milioni ",INVESTIMENTI 0 
,,,,,,,,,,,,,,,
milano,2006,more_party,"INVESTIMENTI 7,2 miliardi ","INVESTIMENTI 6,8 miliardi ","INVESTIMENTI 17,8 milioni ","INVESTIMENTI 106,6 milioni ","INVESTIMENTI 215,3 milioni ","INVESTIMENTI 37,2 milioni ","INVESTIMENTI 24,6 milioni ",INVESTIMENTI 247019 ,INVESTIMENTI 0 ,INVESTIMENTI 114057 ,"INVESTIMENTI 15,6 milioni ","INVESTIMENTI 1,4 milioni ",INVESTIMENTI 341762 
,,,,,,,,,,,,,,,
milano,2007,FI,"INVESTIMENTI 6,5 miliardi ","INVESTIMENTI 5,9 miliardi ","INVESTIMENTI 13,3 milioni ","INVESTIMENTI 85,4 milioni ","INVESTIMENTI 402,9 milioni ","INVESTIMENTI 48,3 milioni ","INVESTIMENTI 23,2 milioni ",INVESTIMENTI 942467 ,INVESTIMENTI 0 ,INVESTIMENTI 221189 ,"INVESTIMENTI 72,5 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 27535 
,,,,,,,,,,,,,,,
milano,2008,FI,"INVESTIMENTI 2,8 miliardi ","INVESTIMENTI 2,3 miliardi ","INVESTIMENTI 8,6 milioni ","INVESTIMENTI 111,4 milioni ","INVESTIMENTI 312,9 milioni ","INVESTIMENTI 27,4 milioni ","INVESTIMENTI 17,8 milioni ","INVESTIMENTI 3,5 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 3,9 milioni ","INVESTIMENTI 16,1 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 1,4 milioni "
,,,,,,,,,,,,,,,
milano,2009,FI,"INVESTIMENTI 1,4 miliardi ","INVESTIMENTI 907,0 milioni ","INVESTIMENTI 17,1 milioni ","INVESTIMENTI 101,6 milioni ","INVESTIMENTI 268,4 milioni ","INVESTIMENTI 29,5 milioni ","INVESTIMENTI 25,7 milioni ","INVESTIMENTI 3,0 milioni ",INVESTIMENTI 179053 ,"INVESTIMENTI 8,2 milioni ","INVESTIMENTI 34,9 milioni ","INVESTIMENTI 2,6 milioni ","INVESTIMENTI 6,0 milioni "
,,,,,,,,,,,,,,,
milano,2010,FI,"INVESTIMENTI 1,3 miliardi ","INVESTIMENTI 799,6 milioni ","INVESTIMENTI 19,4 milioni ","INVESTIMENTI 91,1 milioni ","INVESTIMENTI 311,7 milioni ","INVESTIMENTI 13,3 milioni ","INVESTIMENTI 31,0 milioni ","INVESTIMENTI 17,3 milioni ",INVESTIMENTI 607459 ,"INVESTIMENTI 6,2 milioni ","INVESTIMENTI 3,1 milioni ","INVESTIMENTI 4,0 milioni ","INVESTIMENTI 6,0 milioni "
,,,,,,,,,,,,,,,
milano,2011,more_party,"INVESTIMENTI 2,0 miliardi ","INVESTIMENTI 1,3 miliardi ","INVESTIMENTI 13,5 milioni ","INVESTIMENTI 90,9 milioni ","INVESTIMENTI 418,0 milioni ","INVESTIMENTI 23,8 milioni ","INVESTIMENTI 44,8 milioni ","INVESTIMENTI 31,2 milioni ",INVESTIMENTI 948517 ,"INVESTIMENTI 5,8 milioni ","INVESTIMENTI 9,8 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 1,8 milioni "
,,,,,,,,,,,,,,,
milano,2012,SEL,"INVESTIMENTI 1,1 miliardi ","INVESTIMENTI 429,1 milioni ","INVESTIMENTI 13,8 milioni ","INVESTIMENTI 100,3 milioni ","INVESTIMENTI 454,6 milioni ","INVESTIMENTI 20,9 milioni ","INVESTIMENTI 30,1 milioni ","INVESTIMENTI 18,1 milioni ",INVESTIMENTI 456155 ,"INVESTIMENTI 31,6 milioni ","INVESTIMENTI 6,4 milioni ","INVESTIMENTI 5,8 milioni ","INVESTIMENTI 4,5 milioni "
,,,,,,,,,,,,,,,
milano,2013,SEL,"INVESTIMENTI 1,1 miliardi ","INVESTIMENTI 537,3 milioni ","INVESTIMENTI 11,9 milioni ","INVESTIMENTI 80,0 milioni ","INVESTIMENTI 397,2 milioni ","INVESTIMENTI 28,0 milioni ","INVESTIMENTI 21,5 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 22477 ,"INVESTIMENTI 26,4 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 2,7 milioni ","INVESTIMENTI 7,9 milioni "
,,,,,,,,,,,,,,,
milano,2014,SEL,"INVESTIMENTI 944,9 milioni ","INVESTIMENTI 279,6 milioni ","INVESTIMENTI 9,3 milioni ","INVESTIMENTI 79,2 milioni ","INVESTIMENTI 457,1 milioni ","INVESTIMENTI 39,3 milioni ","INVESTIMENTI 12,1 milioni ","INVESTIMENTI 2,1 milioni ",INVESTIMENTI 123576 ,"INVESTIMENTI 55,1 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 657788 ,"INVESTIMENTI 10,1 milioni "
,,,,,,,,,,,,,,,
modena,2005,DS,"INVESTIMENTI 95,3 milioni ","INVESTIMENTI 26,8 milioni ","INVESTIMENTI 7,0 milioni ","INVESTIMENTI 30,6 milioni ","INVESTIMENTI 14,3 milioni ","INVESTIMENTI 6,8 milioni ","INVESTIMENTI 2,8 milioni ","INVESTIMENTI 3,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 259998 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,8 milioni ","INVESTIMENTI 1,6 milioni "
,,,,,,,,,,,,,,,
modena,2006,DS,"INVESTIMENTI 70,3 milioni ","INVESTIMENTI 11,3 milioni ","INVESTIMENTI 7,9 milioni ","INVESTIMENTI 20,4 milioni ","INVESTIMENTI 14,5 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 4,8 milioni ","INVESTIMENTI 4,0 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 476531 ,INVESTIMENTI 0 ,"INVESTIMENTI 2,3 milioni ",INVESTIMENTI 460052 
,,,,,,,,,,,,,,,
modena,2007,DS,"INVESTIMENTI 62,2 milioni ","INVESTIMENTI 6,6 milioni ","INVESTIMENTI 6,8 milioni ","INVESTIMENTI 21,5 milioni ","INVESTIMENTI 16,5 milioni ","INVESTIMENTI 4,5 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 2,9 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 300873 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 27388 
,,,,,,,,,,,,,,,
modena,2008,DS,"INVESTIMENTI 61,8 milioni ","INVESTIMENTI 11,1 milioni ","INVESTIMENTI 4,0 milioni ","INVESTIMENTI 14,3 milioni ","INVESTIMENTI 18,4 milioni ","INVESTIMENTI 7,6 milioni ","INVESTIMENTI 2,2 milioni ","INVESTIMENTI 3,1 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 4116 ,INVESTIMENTI 0 ,INVESTIMENTI 822237 ,INVESTIMENTI 154897 
,,,,,,,,,,,,,,,
modena,2009,more_party,"INVESTIMENTI 69,9 milioni ","INVESTIMENTI 17,7 milioni ","INVESTIMENTI 3,4 milioni ","INVESTIMENTI 16,7 milioni ","INVESTIMENTI 16,8 milioni ","INVESTIMENTI 8,6 milioni ","INVESTIMENTI 1,3 milioni ","INVESTIMENTI 4,7 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 357020 ,INVESTIMENTI 0 ,INVESTIMENTI 258148 ,INVESTIMENTI 135923 
,,,,,,,,,,,,,,,
modena,2010,PD,"INVESTIMENTI 42,1 milioni ","INVESTIMENTI 12,4 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 9,9 milioni ","INVESTIMENTI 8,7 milioni ","INVESTIMENTI 3,5 milioni ","INVESTIMENTI 2,9 milioni ","INVESTIMENTI 2,8 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 25190 ,INVESTIMENTI 0 ,INVESTIMENTI 135209 ,INVESTIMENTI 66954 
,,,,,,,,,,,,,,,
modena,2011,PD,"INVESTIMENTI 27,3 milioni ","INVESTIMENTI 7,8 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 5,5 milioni ","INVESTIMENTI 5,6 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 170 ,INVESTIMENTI 0 ,INVESTIMENTI 147813 ,INVESTIMENTI 45362 
,,,,,,,,,,,,,,,
modena,2012,PD,"INVESTIMENTI 28,4 milioni ","INVESTIMENTI 7,4 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 6,9 milioni ","INVESTIMENTI 6,4 milioni ","INVESTIMENTI 3,0 milioni ",INVESTIMENTI 686211 ,"INVESTIMENTI 2,6 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 24405 ,INVESTIMENTI 0 ,INVESTIMENTI 183235 ,INVESTIMENTI 2396 
,,,,,,,,,,,,,,,
modena,2013,PD,"INVESTIMENTI 34,2 milioni ","INVESTIMENTI 10,2 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 2,8 milioni ","INVESTIMENTI 5,5 milioni ","INVESTIMENTI 5,1 milioni ","INVESTIMENTI 3,2 milioni ","INVESTIMENTI 4,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 57089 ,INVESTIMENTI 64128 
,,,,,,,,,,,,,,,
modena,2014,more_party,"INVESTIMENTI 29,8 milioni ","INVESTIMENTI 11,4 milioni ","INVESTIMENTI 1,0 milioni ","INVESTIMENTI 6,4 milioni ","INVESTIMENTI 4,6 milioni ","INVESTIMENTI 5,1 milioni ",INVESTIMENTI 293329 ,INVESTIMENTI 845170 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 85856 ,INVESTIMENTI 69104 
,,,,,,,,,,,,,,,
monza,2005,ULIVO,"INVESTIMENTI 33,9 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 2,4 milioni ","INVESTIMENTI 6,7 milioni ","INVESTIMENTI 7,0 milioni ","INVESTIMENTI 4,0 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 1,4 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 32333 ,INVESTIMENTI 0 ,INVESTIMENTI 25220 ,"INVESTIMENTI 6,4 milioni "
,,,,,,,,,,,,,,,
monza,2006,ULIVO,"INVESTIMENTI 39,0 milioni ","INVESTIMENTI 18,1 milioni ","INVESTIMENTI 2,2 milioni ","INVESTIMENTI 9,1 milioni ","INVESTIMENTI 4,7 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 784891 ,INVESTIMENTI 711289 ,INVESTIMENTI 0 ,INVESTIMENTI 550452 ,INVESTIMENTI 0 ,INVESTIMENTI 98422 ,INVESTIMENTI 131031 
,,,,,,,,,,,,,,,
monza,2007,more_party,"INVESTIMENTI 36,3 milioni ","INVESTIMENTI 8,5 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 10,0 milioni ","INVESTIMENTI 8,4 milioni ","INVESTIMENTI 2,8 milioni ","INVESTIMENTI 1,6 milioni ",INVESTIMENTI 894929 ,INVESTIMENTI 0 ,INVESTIMENTI 856160 ,INVESTIMENTI 146267 ,INVESTIMENTI 267061 ,INVESTIMENTI 99264 
,,,,,,,,,,,,,,,
monza,2008,LEGA,"INVESTIMENTI 28,7 milioni ","INVESTIMENTI 10,0 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 5,4 milioni ","INVESTIMENTI 8,8 milioni ","INVESTIMENTI 1,3 milioni ","INVESTIMENTI 1,4 milioni ",INVESTIMENTI 203713 ,INVESTIMENTI 0 ,INVESTIMENTI 79314 ,INVESTIMENTI 310 ,INVESTIMENTI 140385 ,INVESTIMENTI 119756 
,,,,,,,,,,,,,,,
monza,2009,LEGA,"INVESTIMENTI 37,8 milioni ","INVESTIMENTI 22,0 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 5,1 milioni ","INVESTIMENTI 5,6 milioni ",INVESTIMENTI 897654 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 186047 ,INVESTIMENTI 0 ,INVESTIMENTI 65553 ,INVESTIMENTI 0 ,INVESTIMENTI 368007 ,INVESTIMENTI 262482 
,,,,,,,,,,,,,,,
monza,2010,LEGA,"INVESTIMENTI 33,5 milioni ","INVESTIMENTI 19,9 milioni ",INVESTIMENTI 738222 ,"INVESTIMENTI 4,8 milioni ","INVESTIMENTI 5,3 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 657091 ,INVESTIMENTI 373864 ,INVESTIMENTI 0 ,INVESTIMENTI 76544 ,INVESTIMENTI 0 ,INVESTIMENTI 185967 ,INVESTIMENTI 479849 
,,,,,,,,,,,,,,,
monza,2011,LEGA,"INVESTIMENTI 32,7 milioni ","INVESTIMENTI 14,4 milioni ","INVESTIMENTI 1,4 milioni ","INVESTIMENTI 6,1 milioni ","INVESTIMENTI 5,0 milioni ","INVESTIMENTI 2,3 milioni ",INVESTIMENTI 402490 ,"INVESTIMENTI 2,1 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 2082 ,INVESTIMENTI 0 ,INVESTIMENTI 525849 ,INVESTIMENTI 513836 
,,,,,,,,,,,,,,,
monza,2012,more_party,"INVESTIMENTI 43,3 milioni ","INVESTIMENTI 20,9 milioni ","INVESTIMENTI 1,0 milioni ","INVESTIMENTI 4,5 milioni ","INVESTIMENTI 10,5 milioni ","INVESTIMENTI 2,4 milioni ",INVESTIMENTI 245733 ,"INVESTIMENTI 1,3 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 75942 ,INVESTIMENTI 0 ,INVESTIMENTI 70611 ,"INVESTIMENTI 2,2 milioni "
,,,,,,,,,,,,,,,
monza,2013,PD,"INVESTIMENTI 50,1 milioni ","INVESTIMENTI 19,6 milioni ",INVESTIMENTI 791179 ,"INVESTIMENTI 6,7 milioni ","INVESTIMENTI 17,4 milioni ","INVESTIMENTI 2,4 milioni ",INVESTIMENTI 281860 ,"INVESTIMENTI 1,6 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 38116 ,INVESTIMENTI 0 ,INVESTIMENTI 413300 ,INVESTIMENTI 922548 
,,,,,,,,,,,,,,,
monza,2014,PD,"INVESTIMENTI 16,7 milioni ","INVESTIMENTI 3,7 milioni ",INVESTIMENTI 426911 ,"INVESTIMENTI 1,7 milioni ","INVESTIMENTI 5,1 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 676982 ,INVESTIMENTI 0 ,INVESTIMENTI 345 ,INVESTIMENTI 50000 ,INVESTIMENTI 214993 ,"INVESTIMENTI 2,1 milioni "
,,,,,,,,,,,,,,,
napoli,2005,DL,"INVESTIMENTI 329,9 milioni ","INVESTIMENTI 45,9 milioni ","INVESTIMENTI 5,3 milioni ","INVESTIMENTI 62,9 milioni ","INVESTIMENTI 174,9 milioni ","INVESTIMENTI 21,0 milioni ","INVESTIMENTI 4,1 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 78241 ,"INVESTIMENTI 5,1 milioni ","INVESTIMENTI 7,8 milioni ",INVESTIMENTI 103568 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
napoli,2006,more_party,"INVESTIMENTI 403,6 milioni ","INVESTIMENTI 113,4 milioni ","INVESTIMENTI 4,1 milioni ","INVESTIMENTI 105,7 milioni ","INVESTIMENTI 162,2 milioni ","INVESTIMENTI 9,2 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 52360 ,"INVESTIMENTI 4,3 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 570778 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
napoli,2007,PD,"INVESTIMENTI 501,4 milioni ","INVESTIMENTI 38,7 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 61,5 milioni ","INVESTIMENTI 366,9 milioni ","INVESTIMENTI 19,4 milioni ","INVESTIMENTI 2,5 milioni ","INVESTIMENTI 2,2 milioni ",INVESTIMENTI 19172 ,"INVESTIMENTI 5,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 918903 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
napoli,2008,PD,"INVESTIMENTI 371,8 milioni ","INVESTIMENTI 31,5 milioni ","INVESTIMENTI 6,0 milioni ","INVESTIMENTI 131,2 milioni ","INVESTIMENTI 174,5 milioni ","INVESTIMENTI 13,6 milioni ","INVESTIMENTI 3,7 milioni ","INVESTIMENTI 2,2 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 1,4 milioni ","INVESTIMENTI 7,7 milioni ",INVESTIMENTI 21505 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
napoli,2009,PD,"INVESTIMENTI 422,1 milioni ","INVESTIMENTI 30,3 milioni ","INVESTIMENTI 3,9 milioni ","INVESTIMENTI 51,4 milioni ","INVESTIMENTI 314,6 milioni ","INVESTIMENTI 10,4 milioni ","INVESTIMENTI 4,8 milioni ","INVESTIMENTI 4,5 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 2,1 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 146918 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
napoli,2010,PD,"INVESTIMENTI 360,0 milioni ","INVESTIMENTI 33,3 milioni ","INVESTIMENTI 6,1 milioni ","INVESTIMENTI 47,6 milioni ","INVESTIMENTI 254,5 milioni ","INVESTIMENTI 12,1 milioni ","INVESTIMENTI 2,1 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 2,8 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 56549 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
napoli,2011,more_party,"INVESTIMENTI 303,2 milioni ","INVESTIMENTI 17,3 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 26,8 milioni ","INVESTIMENTI 246,8 milioni ","INVESTIMENTI 8,3 milioni ",INVESTIMENTI 73911 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 1,3 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 309945 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
napoli,2012,IDV,"INVESTIMENTI 323,5 milioni ","INVESTIMENTI 31,9 milioni ","INVESTIMENTI 5,0 milioni ","INVESTIMENTI 79,6 milioni ","INVESTIMENTI 197,0 milioni ","INVESTIMENTI 5,5 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 1,6 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 320825 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
napoli,2013,IDV,"INVESTIMENTI 358,0 milioni ","INVESTIMENTI 18,0 milioni ","INVESTIMENTI 4,8 milioni ","INVESTIMENTI 65,4 milioni ","INVESTIMENTI 257,5 milioni ","INVESTIMENTI 5,8 milioni ",INVESTIMENTI 599581 ,"INVESTIMENTI 2,4 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 3,4 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 19965 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
napoli,2014,IDV,"INVESTIMENTI 200,5 milioni ","INVESTIMENTI 30,6 milioni ","INVESTIMENTI 5,8 milioni ","INVESTIMENTI 23,3 milioni ","INVESTIMENTI 135,7 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 441951 ,INVESTIMENTI 844713 ,INVESTIMENTI 0 ,INVESTIMENTI 880082 ,INVESTIMENTI 0 ,INVESTIMENTI 157973 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
novara,2005,LEGA,"INVESTIMENTI 55,6 milioni ","INVESTIMENTI 13,9 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 24,4 milioni ","INVESTIMENTI 8,7 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 3,0 milioni ",INVESTIMENTI 891424 ,INVESTIMENTI 0 ,INVESTIMENTI 279235 ,INVESTIMENTI 0 ,INVESTIMENTI 261546 ,"INVESTIMENTI 1,1 milioni "
,,,,,,,,,,,,,,,
novara,2006,more_party,"INVESTIMENTI 31,3 milioni ","INVESTIMENTI 9,0 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 6,7 milioni ","INVESTIMENTI 5,3 milioni ","INVESTIMENTI 2,2 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 520838 ,INVESTIMENTI 0 ,INVESTIMENTI 579288 ,INVESTIMENTI 0 ,INVESTIMENTI 218552 ,"INVESTIMENTI 4,4 milioni "
,,,,,,,,,,,,,,,
novara,2007,LEGA,"INVESTIMENTI 32,2 milioni ","INVESTIMENTI 12,3 milioni ","INVESTIMENTI 2,2 milioni ","INVESTIMENTI 3,9 milioni ","INVESTIMENTI 5,4 milioni ","INVESTIMENTI 3,0 milioni ",INVESTIMENTI 165790 ,INVESTIMENTI 191898 ,INVESTIMENTI 0 ,INVESTIMENTI 111405 ,INVESTIMENTI 0 ,INVESTIMENTI 29370 ,"INVESTIMENTI 5,0 milioni "
,,,,,,,,,,,,,,,
novara,2008,LEGA,"INVESTIMENTI 32,1 milioni ","INVESTIMENTI 15,7 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 4,6 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 313351 ,INVESTIMENTI 503828 ,INVESTIMENTI 4782 ,INVESTIMENTI 182989 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,"INVESTIMENTI 4,9 milioni "
,,,,,,,,,,,,,,,
novara,2009,LEGA,"INVESTIMENTI 29,5 milioni ","INVESTIMENTI 13,4 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 2,3 milioni ","INVESTIMENTI 4,3 milioni ","INVESTIMENTI 2,8 milioni ","INVESTIMENTI 2,4 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 694020 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,3 milioni "
,,,,,,,,,,,,,,,
novara,2010,more_party,"INVESTIMENTI 21,2 milioni ","INVESTIMENTI 3,5 milioni ","INVESTIMENTI 2,5 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 4,0 milioni ","INVESTIMENTI 2,5 milioni ","INVESTIMENTI 2,8 milioni ",INVESTIMENTI 441505 ,INVESTIMENTI 0 ,INVESTIMENTI 260574 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,"INVESTIMENTI 3,8 milioni "
,,,,,,,,,,,,,,,
novara,2011,more_party,"INVESTIMENTI 16,5 milioni ","INVESTIMENTI 4,0 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 3,0 milioni ","INVESTIMENTI 2,3 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 182403 ,INVESTIMENTI 0 ,INVESTIMENTI 27658 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,3 milioni "
,,,,,,,,,,,,,,,
novara,2012,PD,"INVESTIMENTI 5,8 milioni ",INVESTIMENTI 757290 ,"INVESTIMENTI 1,8 milioni ",INVESTIMENTI 685933 ,"INVESTIMENTI 1,7 milioni ",INVESTIMENTI 452719 ,INVESTIMENTI 178592 ,INVESTIMENTI 83884 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 33736 ,INVESTIMENTI 137957 
,,,,,,,,,,,,,,,
novara,2013,PD,"INVESTIMENTI 4,6 milioni ",INVESTIMENTI 564711 ,INVESTIMENTI 255011 ,INVESTIMENTI 693158 ,"INVESTIMENTI 1,9 milioni ",INVESTIMENTI 916162 ,INVESTIMENTI 289148 ,INVESTIMENTI 3194 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 1180 ,INVESTIMENTI 39569 
,,,,,,,,,,,,,,,
novara,2014,PD,"INVESTIMENTI 10,9 milioni ",INVESTIMENTI 751797 ,INVESTIMENTI 133151 ,"INVESTIMENTI 5,7 milioni ","INVESTIMENTI 2,9 milioni ",INVESTIMENTI 149533 ,INVESTIMENTI 4209 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 54776 ,INVESTIMENTI 19366 
,,,,,,,,,,,,,,,
nuoro,2005,DS,"INVESTIMENTI 14,4 milioni ","INVESTIMENTI 3,9 milioni ",INVESTIMENTI 315552 ,"INVESTIMENTI 4,4 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 1,3 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 343294 ,INVESTIMENTI 0 ,INVESTIMENTI 814331 ,INVESTIMENTI 114735 ,INVESTIMENTI 95259 ,INVESTIMENTI 18805 
,,,,,,,,,,,,,,,
nuoro,2006,DS,"INVESTIMENTI 13,5 milioni ","INVESTIMENTI 6,3 milioni ",INVESTIMENTI 284885 ,"INVESTIMENTI 2,8 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 98121 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 142500 ,INVESTIMENTI 6706 ,INVESTIMENTI 169589 ,INVESTIMENTI 12537 
,,,,,,,,,,,,,,,
nuoro,2007,DS,"INVESTIMENTI 10,9 milioni ","INVESTIMENTI 3,9 milioni ",INVESTIMENTI 324471 ,"INVESTIMENTI 3,2 milioni ","INVESTIMENTI 2,1 milioni ",INVESTIMENTI 695551 ,INVESTIMENTI 161424 ,INVESTIMENTI 323647 ,INVESTIMENTI 0 ,INVESTIMENTI 121594 ,INVESTIMENTI 0 ,INVESTIMENTI 52318 ,INVESTIMENTI 688 
,,,,,,,,,,,,,,,
nuoro,2008,DS,"INVESTIMENTI 11,7 milioni ","INVESTIMENTI 3,6 milioni ",INVESTIMENTI 402625 ,"INVESTIMENTI 2,4 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 924168 ,INVESTIMENTI 431295 ,INVESTIMENTI 484283 ,INVESTIMENTI 0 ,INVESTIMENTI 676174 ,INVESTIMENTI 0 ,INVESTIMENTI 152636 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
