city,year,party,tot_invest,administration_invest,social_invest,environment_invest,transport_invest,education_invest,culture_invest,sport_invest,tourism_invest,economic_invest,sevice_invest,police_invest,justice_invest
nuoro,2009,DS,"INVESTIMENTI 14,0 milioni ","INVESTIMENTI 6,4 milioni ",INVESTIMENTI 692313 ,"INVESTIMENTI 1,1 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 177075 ,INVESTIMENTI 0 ,INVESTIMENTI 523739 ,INVESTIMENTI 132380 ,INVESTIMENTI 181963 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
nuoro,2010,more_party,"INVESTIMENTI 21,5 milioni ","INVESTIMENTI 16,1 milioni ",INVESTIMENTI 252747 ,"INVESTIMENTI 1,2 milioni ","INVESTIMENTI 2,3 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 220182 ,INVESTIMENTI 20549 ,INVESTIMENTI 0 ,INVESTIMENTI 198858 ,INVESTIMENTI 26993 ,INVESTIMENTI 88775 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
nuoro,2011,PD,"INVESTIMENTI 12,0 milioni ","INVESTIMENTI 6,0 milioni ",INVESTIMENTI 847661 ,"INVESTIMENTI 1,3 milioni ","INVESTIMENTI 3,0 milioni ",INVESTIMENTI 146363 ,INVESTIMENTI 295342 ,INVESTIMENTI 264917 ,INVESTIMENTI 0 ,INVESTIMENTI 98308 ,INVESTIMENTI 0 ,INVESTIMENTI 12498 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
nuoro,2012,PD,"INVESTIMENTI 16,2 milioni ","INVESTIMENTI 7,7 milioni ",INVESTIMENTI 355628 ,"INVESTIMENTI 2,5 milioni ","INVESTIMENTI 3,8 milioni ",INVESTIMENTI 171867 ,INVESTIMENTI 968758 ,INVESTIMENTI 280146 ,INVESTIMENTI 0 ,INVESTIMENTI 428600 ,INVESTIMENTI 9011 ,INVESTIMENTI 15767 ,INVESTIMENTI 28905 
,,,,,,,,,,,,,,,
nuoro,2013,PD,"INVESTIMENTI 12,1 milioni ","INVESTIMENTI 3,1 milioni ",INVESTIMENTI 345754 ,"INVESTIMENTI 2,2 milioni ","INVESTIMENTI 3,0 milioni ","INVESTIMENTI 2,9 milioni ",INVESTIMENTI 359315 ,INVESTIMENTI 44623 ,INVESTIMENTI 0 ,INVESTIMENTI 10413 ,INVESTIMENTI 0 ,INVESTIMENTI 99233 ,INVESTIMENTI 14665 
,,,,,,,,,,,,,,,
nuoro,2014,PD,"INVESTIMENTI 10,1 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 99495 ,"INVESTIMENTI 2,2 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 4,2 milioni ",INVESTIMENTI 213139 ,INVESTIMENTI 383446 ,INVESTIMENTI 0 ,INVESTIMENTI 21880 ,INVESTIMENTI 0 ,INVESTIMENTI 22939 ,INVESTIMENTI 51430 
,,,,,,,,,,,,,,,
olbia,2005,FI,"INVESTIMENTI 23,7 milioni ","INVESTIMENTI 2,4 milioni ",INVESTIMENTI 175732 ,"INVESTIMENTI 12,5 milioni ","INVESTIMENTI 4,1 milioni ","INVESTIMENTI 2,2 milioni ",INVESTIMENTI 684493 ,INVESTIMENTI 619852 ,INVESTIMENTI 29996 ,INVESTIMENTI 889252 ,INVESTIMENTI 0 ,INVESTIMENTI 151149 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
olbia,2006,FI,"INVESTIMENTI 26,0 milioni ","INVESTIMENTI 1,8 milioni ",INVESTIMENTI 78567 ,"INVESTIMENTI 8,0 milioni ","INVESTIMENTI 10,3 milioni ","INVESTIMENTI 1,0 milioni ","INVESTIMENTI 2,2 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 117869 ,INVESTIMENTI 498234 ,INVESTIMENTI 229601 ,INVESTIMENTI 13857 ,INVESTIMENTI 41845 
,,,,,,,,,,,,,,,
olbia,2007,more_party,"INVESTIMENTI 24,0 milioni ","INVESTIMENTI 2,8 milioni ",INVESTIMENTI 828914 ,"INVESTIMENTI 6,1 milioni ","INVESTIMENTI 8,5 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 2,9 milioni ",INVESTIMENTI 156436 ,INVESTIMENTI 26927 ,INVESTIMENTI 366669 ,INVESTIMENTI 510216 ,INVESTIMENTI 43240 ,INVESTIMENTI 43523 
,,,,,,,,,,,,,,,
olbia,2008,FI,"INVESTIMENTI 24,3 milioni ","INVESTIMENTI 3,9 milioni ",INVESTIMENTI 505136 ,"INVESTIMENTI 6,7 milioni ","INVESTIMENTI 7,4 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 1,6 milioni ",INVESTIMENTI 179912 ,INVESTIMENTI 47700 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 14964 ,INVESTIMENTI 151014 ,INVESTIMENTI 9122 
,,,,,,,,,,,,,,,
olbia,2009,FI,"INVESTIMENTI 17,9 milioni ","INVESTIMENTI 4,0 milioni ",INVESTIMENTI 93394 ,"INVESTIMENTI 5,9 milioni ","INVESTIMENTI 5,4 milioni ","INVESTIMENTI 1,4 milioni ",INVESTIMENTI 284898 ,INVESTIMENTI 557809 ,INVESTIMENTI 9648 ,INVESTIMENTI 17513 ,INVESTIMENTI 52584 ,INVESTIMENTI 231272 ,INVESTIMENTI 4650 
,,,,,,,,,,,,,,,
olbia,2010,FI,"INVESTIMENTI 19,0 milioni ","INVESTIMENTI 3,3 milioni ","INVESTIMENTI 1,3 milioni ","INVESTIMENTI 6,9 milioni ","INVESTIMENTI 4,3 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 58042 ,INVESTIMENTI 575678 ,INVESTIMENTI 0 ,INVESTIMENTI 59437 ,INVESTIMENTI 213121 ,INVESTIMENTI 60793 ,INVESTIMENTI 416620 
,,,,,,,,,,,,,,,
olbia,2011,more_party,"INVESTIMENTI 12,9 milioni ","INVESTIMENTI 1,8 milioni ",INVESTIMENTI 520446 ,"INVESTIMENTI 6,9 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 829603 ,INVESTIMENTI 10230 ,INVESTIMENTI 276973 ,INVESTIMENTI 0 ,INVESTIMENTI 109113 ,INVESTIMENTI 0 ,INVESTIMENTI 225888 ,INVESTIMENTI 261797 
,,,,,,,,,,,,,,,
olbia,2012,PD,"INVESTIMENTI 11,8 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 130378 ,"INVESTIMENTI 8,6 milioni ","INVESTIMENTI 1,2 milioni ",INVESTIMENTI 601503 ,INVESTIMENTI 6488 ,INVESTIMENTI 83142 ,INVESTIMENTI 4680 ,INVESTIMENTI 1533 ,INVESTIMENTI 0 ,INVESTIMENTI 83350 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
olbia,2013,PD,"INVESTIMENTI 13,6 milioni ",INVESTIMENTI 692278 ,INVESTIMENTI 70776 ,"INVESTIMENTI 7,9 milioni ","INVESTIMENTI 3,9 milioni ",INVESTIMENTI 662046 ,INVESTIMENTI 15031 ,INVESTIMENTI 16650 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 253000 ,INVESTIMENTI 101545 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
olbia,2014,PD,"INVESTIMENTI 11,0 milioni ",INVESTIMENTI 546782 ,INVESTIMENTI 124781 ,"INVESTIMENTI 3,9 milioni ","INVESTIMENTI 3,1 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 243226 ,INVESTIMENTI 213586 ,INVESTIMENTI 0 ,INVESTIMENTI 1610 ,INVESTIMENTI 155930 ,INVESTIMENTI 78625 ,INVESTIMENTI 6077 
,,,,,,,,,,,,,,,
oristano,2005,AN,"INVESTIMENTI 17,9 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 818841 ,"INVESTIMENTI 10,1 milioni ","INVESTIMENTI 2,9 milioni ",INVESTIMENTI 664881 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 267482 ,INVESTIMENTI 259804 ,INVESTIMENTI 145941 ,INVESTIMENTI 331194 ,INVESTIMENTI 21184 ,INVESTIMENTI 86285 
,,,,,,,,,,,,,,,
oristano,2006,AN,"INVESTIMENTI 13,6 milioni ","INVESTIMENTI 1,4 milioni ",INVESTIMENTI 550889 ,"INVESTIMENTI 5,6 milioni ",INVESTIMENTI 686734 ,"INVESTIMENTI 1,2 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 248679 ,INVESTIMENTI 414186 ,"INVESTIMENTI 1,3 milioni ",INVESTIMENTI 221525 ,INVESTIMENTI 30879 ,INVESTIMENTI 30742 
,,,,,,,,,,,,,,,
oristano,2007,more_party,"INVESTIMENTI 12,4 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 931214 ,"INVESTIMENTI 3,8 milioni ",INVESTIMENTI 877203 ,INVESTIMENTI 491889 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 402766 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,8 milioni ",INVESTIMENTI 260066 ,INVESTIMENTI 9747 ,INVESTIMENTI 286631 
,,,,,,,,,,,,,,,
oristano,2008,FI,"INVESTIMENTI 11,8 milioni ","INVESTIMENTI 2,0 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 4,5 milioni ",INVESTIMENTI 288241 ,INVESTIMENTI 378969 ,"INVESTIMENTI 1,9 milioni ",INVESTIMENTI 37709 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,0 milioni ",INVESTIMENTI 448023 ,INVESTIMENTI 13710 ,INVESTIMENTI 47933 
,,,,,,,,,,,,,,,
oristano,2009,FI,"INVESTIMENTI 8,3 milioni ","INVESTIMENTI 2,1 milioni ",INVESTIMENTI 229129 ,"INVESTIMENTI 2,1 milioni ",INVESTIMENTI 737335 ,INVESTIMENTI 404200 ,INVESTIMENTI 876751 ,INVESTIMENTI 28446 ,INVESTIMENTI 208299 ,INVESTIMENTI 766818 ,INVESTIMENTI 766554 ,INVESTIMENTI 24357 ,INVESTIMENTI 16808 
,,,,,,,,,,,,,,,
oristano,2010,FI,"INVESTIMENTI 6,1 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 177422 ,"INVESTIMENTI 2,2 milioni ",INVESTIMENTI 674079 ,INVESTIMENTI 141078 ,INVESTIMENTI 135369 ,INVESTIMENTI 120897 ,INVESTIMENTI 182836 ,INVESTIMENTI 23212 ,INVESTIMENTI 939339 ,INVESTIMENTI 9270 ,INVESTIMENTI 470696 
,,,,,,,,,,,,,,,
oristano,2011,FI,"INVESTIMENTI 5,2 milioni ",INVESTIMENTI 400741 ,INVESTIMENTI 240787 ,"INVESTIMENTI 1,5 milioni ","INVESTIMENTI 1,2 milioni ",INVESTIMENTI 770971 ,INVESTIMENTI 55077 ,INVESTIMENTI 178085 ,INVESTIMENTI 94241 ,INVESTIMENTI 5425 ,INVESTIMENTI 502179 ,INVESTIMENTI 27532 ,INVESTIMENTI 266029 
,,,,,,,,,,,,,,,
oristano,2012,PD,"INVESTIMENTI 4,4 milioni ",INVESTIMENTI 559172 ,INVESTIMENTI 382404 ,INVESTIMENTI 675595 ,"INVESTIMENTI 1,3 milioni ",INVESTIMENTI 702069 ,INVESTIMENTI 73126 ,INVESTIMENTI 242936 ,INVESTIMENTI 5898 ,INVESTIMENTI 0 ,INVESTIMENTI 153696 ,INVESTIMENTI 78538 ,INVESTIMENTI 240035 
,,,,,,,,,,,,,,,
oristano,2013,PD,"INVESTIMENTI 5,5 milioni ",INVESTIMENTI 382853 ,INVESTIMENTI 690266 ,"INVESTIMENTI 1,6 milioni ","INVESTIMENTI 1,2 milioni ",INVESTIMENTI 345376 ,INVESTIMENTI 30418 ,INVESTIMENTI 243185 ,INVESTIMENTI 34241 ,INVESTIMENTI 0 ,INVESTIMENTI 159011 ,INVESTIMENTI 232769 ,INVESTIMENTI 490767 
,,,,,,,,,,,,,,,
oristano,2014,PD,"INVESTIMENTI 5,9 milioni ",INVESTIMENTI 332845 ,"INVESTIMENTI 1,2 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 1,2 milioni ",INVESTIMENTI 147084 ,INVESTIMENTI 27524 ,INVESTIMENTI 389942 ,INVESTIMENTI 0 ,INVESTIMENTI 9583 ,INVESTIMENTI 279589 ,INVESTIMENTI 11560 ,INVESTIMENTI 434718 
,,,,,,,,,,,,,,,
padova,2005,DS,"INVESTIMENTI 85,6 milioni ","INVESTIMENTI 24,5 milioni ",INVESTIMENTI 811230 ,"INVESTIMENTI 10,8 milioni ","INVESTIMENTI 46,9 milioni ",INVESTIMENTI 114145 ,INVESTIMENTI 156375 ,"INVESTIMENTI 1,7 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 119444 ,INVESTIMENTI 0 ,INVESTIMENTI 420307 ,INVESTIMENTI 28730 
,,,,,,,,,,,,,,,
padova,2006,DS,"INVESTIMENTI 85,5 milioni ","INVESTIMENTI 19,9 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 5,0 milioni ","INVESTIMENTI 54,8 milioni ",INVESTIMENTI 120595 ,INVESTIMENTI 247596 ,"INVESTIMENTI 2,9 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 105504 ,INVESTIMENTI 0 ,INVESTIMENTI 303418 ,INVESTIMENTI 635655 
,,,,,,,,,,,,,,,
padova,2007,DS,"INVESTIMENTI 69,3 milioni ","INVESTIMENTI 21,0 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 4,3 milioni ","INVESTIMENTI 37,6 milioni ",INVESTIMENTI 87172 ,INVESTIMENTI 9750 ,"INVESTIMENTI 4,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 103418 ,INVESTIMENTI 0 ,INVESTIMENTI 255802 ,INVESTIMENTI 107697 
,,,,,,,,,,,,,,,
padova,2008,DS,"INVESTIMENTI 86,3 milioni ","INVESTIMENTI 20,0 milioni ",INVESTIMENTI 740394 ,"INVESTIMENTI 6,9 milioni ","INVESTIMENTI 54,6 milioni ",INVESTIMENTI 123412 ,INVESTIMENTI 51921 ,"INVESTIMENTI 3,8 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 40457 ,INVESTIMENTI 8419 
,,,,,,,,,,,,,,,
padova,2009,more_party,"INVESTIMENTI 85,3 milioni ","INVESTIMENTI 20,9 milioni ",INVESTIMENTI 951067 ,"INVESTIMENTI 8,4 milioni ","INVESTIMENTI 48,7 milioni ",INVESTIMENTI 89043 ,INVESTIMENTI 192120 ,"INVESTIMENTI 3,7 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 242882 ,INVESTIMENTI 367 ,"INVESTIMENTI 2,0 milioni ",INVESTIMENTI 162036 
,,,,,,,,,,,,,,,
padova,2010,PD,"INVESTIMENTI 44,6 milioni ","INVESTIMENTI 9,8 milioni ",INVESTIMENTI 539556 ,"INVESTIMENTI 2,8 milioni ","INVESTIMENTI 24,0 milioni ",INVESTIMENTI 57198 ,INVESTIMENTI 70711 ,"INVESTIMENTI 6,0 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 90463 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,0 milioni ",INVESTIMENTI 104309 
,,,,,,,,,,,,,,,
padova,2011,PD,"INVESTIMENTI 28,6 milioni ","INVESTIMENTI 6,5 milioni ",INVESTIMENTI 735885 ,"INVESTIMENTI 3,6 milioni ","INVESTIMENTI 12,0 milioni ",INVESTIMENTI 33738 ,INVESTIMENTI 45858 ,"INVESTIMENTI 1,3 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 3,8 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 485061 ,INVESTIMENTI 8747 
,,,,,,,,,,,,,,,
padova,2012,PD,"INVESTIMENTI 52,5 milioni ","INVESTIMENTI 13,1 milioni ",INVESTIMENTI 649953 ,"INVESTIMENTI 5,3 milioni ","INVESTIMENTI 27,0 milioni ",INVESTIMENTI 139542 ,INVESTIMENTI 74508 ,"INVESTIMENTI 2,0 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 3,7 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 146103 ,INVESTIMENTI 432526 
,,,,,,,,,,,,,,,
padova,2013,PD,"INVESTIMENTI 32,5 milioni ","INVESTIMENTI 15,4 milioni ",INVESTIMENTI 627523 ,"INVESTIMENTI 3,8 milioni ","INVESTIMENTI 10,3 milioni ",INVESTIMENTI 26061 ,INVESTIMENTI 58397 ,"INVESTIMENTI 2,0 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 13573 ,INVESTIMENTI 0 ,INVESTIMENTI 144112 ,INVESTIMENTI 128368 
,,,,,,,,,,,,,,,
padova,2014,LEGA,"INVESTIMENTI 33,5 milioni ","INVESTIMENTI 13,5 milioni ",INVESTIMENTI 359184 ,"INVESTIMENTI 3,6 milioni ","INVESTIMENTI 13,1 milioni ",INVESTIMENTI 43357 ,INVESTIMENTI 69121 ,"INVESTIMENTI 2,6 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 18775 ,INVESTIMENTI 0 ,INVESTIMENTI 272322 ,INVESTIMENTI 35250 
,,,,,,,,,,,,,,,
palermo,2005,FI,"INVESTIMENTI 73,7 milioni ","INVESTIMENTI 25,1 milioni ","INVESTIMENTI 1,3 milioni ","INVESTIMENTI 22,0 milioni ","INVESTIMENTI 9,5 milioni ","INVESTIMENTI 6,1 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 275499 ,"INVESTIMENTI 6,8 milioni ",INVESTIMENTI 349999 ,INVESTIMENTI 39177 
,,,,,,,,,,,,,,,
palermo,2006,FI,"INVESTIMENTI 196,0 milioni ","INVESTIMENTI 126,5 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 29,0 milioni ","INVESTIMENTI 28,9 milioni ","INVESTIMENTI 7,3 milioni ",INVESTIMENTI 546142 ,INVESTIMENTI 580612 ,INVESTIMENTI 0 ,INVESTIMENTI 126877 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 62091 ,INVESTIMENTI 13365 
,,,,,,,,,,,,,,,
palermo,2007,more_party,"INVESTIMENTI 122,3 milioni ","INVESTIMENTI 36,0 milioni ",INVESTIMENTI 420847 ,"INVESTIMENTI 33,4 milioni ","INVESTIMENTI 45,3 milioni ","INVESTIMENTI 3,2 milioni ","INVESTIMENTI 1,2 milioni ",INVESTIMENTI 879991 ,INVESTIMENTI 0 ,INVESTIMENTI 55566 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 158442 ,INVESTIMENTI 27071 
,,,,,,,,,,,,,,,
palermo,2008,FI,"INVESTIMENTI 113,8 milioni ","INVESTIMENTI 18,6 milioni ",INVESTIMENTI 371040 ,"INVESTIMENTI 64,0 milioni ","INVESTIMENTI 24,1 milioni ","INVESTIMENTI 5,3 milioni ",INVESTIMENTI 391625 ,INVESTIMENTI 343061 ,INVESTIMENTI 0 ,INVESTIMENTI 582466 ,INVESTIMENTI 0 ,INVESTIMENTI 28086 ,INVESTIMENTI 10377 
,,,,,,,,,,,,,,,
palermo,2009,FI,"INVESTIMENTI 177,4 milioni ","INVESTIMENTI 35,0 milioni ",INVESTIMENTI 513985 ,"INVESTIMENTI 112,3 milioni ","INVESTIMENTI 21,3 milioni ","INVESTIMENTI 4,8 milioni ",INVESTIMENTI 455259 ,INVESTIMENTI 897494 ,INVESTIMENTI 0 ,INVESTIMENTI 29084 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 502968 ,INVESTIMENTI 34425 
,,,,,,,,,,,,,,,
palermo,2010,FI,"INVESTIMENTI 139,9 milioni ","INVESTIMENTI 51,0 milioni ",INVESTIMENTI 234088 ,"INVESTIMENTI 23,2 milioni ","INVESTIMENTI 61,4 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 390632 ,INVESTIMENTI 851796 ,INVESTIMENTI 0 ,INVESTIMENTI 55469 ,INVESTIMENTI 0 ,INVESTIMENTI 188756 ,INVESTIMENTI 6494 
,,,,,,,,,,,,,,,
palermo,2011,FI,"INVESTIMENTI 79,1 milioni ","INVESTIMENTI 12,5 milioni ",INVESTIMENTI 120430 ,"INVESTIMENTI 11,5 milioni ","INVESTIMENTI 51,9 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 223389 ,INVESTIMENTI 224932 ,INVESTIMENTI 0 ,INVESTIMENTI 16177 ,INVESTIMENTI 33839 ,INVESTIMENTI 623407 ,INVESTIMENTI 14310 
,,,,,,,,,,,,,,,
palermo,2012,IDV,"INVESTIMENTI 81,7 milioni ","INVESTIMENTI 9,7 milioni ",INVESTIMENTI 160892 ,"INVESTIMENTI 15,5 milioni ","INVESTIMENTI 53,2 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 297488 ,INVESTIMENTI 172509 ,INVESTIMENTI 0 ,INVESTIMENTI 6437 ,INVESTIMENTI 2242 ,INVESTIMENTI 712981 ,INVESTIMENTI 15267 
,,,,,,,,,,,,,,,
palermo,2013,IDV,"INVESTIMENTI 84,1 milioni ","INVESTIMENTI 51,0 milioni ",INVESTIMENTI 295664 ,"INVESTIMENTI 11,1 milioni ","INVESTIMENTI 10,2 milioni ",INVESTIMENTI 225823 ,INVESTIMENTI 703557 ,INVESTIMENTI 42580 ,INVESTIMENTI 500 ,INVESTIMENTI 5034 ,"INVESTIMENTI 10,1 milioni ",INVESTIMENTI 424253 ,INVESTIMENTI 9836 
,,,,,,,,,,,,,,,
palermo,2014,IDV,"INVESTIMENTI 107,9 milioni ","INVESTIMENTI 70,0 milioni ",INVESTIMENTI 861918 ,"INVESTIMENTI 10,2 milioni ","INVESTIMENTI 24,1 milioni ",INVESTIMENTI 384956 ,INVESTIMENTI 312742 ,INVESTIMENTI 3913 ,INVESTIMENTI 5500 ,INVESTIMENTI 112694 ,INVESTIMENTI 0 ,"INVESTIMENTI 2,0 milioni ",INVESTIMENTI 10261 
,,,,,,,,,,,,,,,
parma,2005,LISTA CIVICA,"INVESTIMENTI 122,0 milioni ","INVESTIMENTI 44,9 milioni ","INVESTIMENTI 5,6 milioni ","INVESTIMENTI 18,4 milioni ","INVESTIMENTI 37,6 milioni ","INVESTIMENTI 10,3 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 114728 ,INVESTIMENTI 36969 ,INVESTIMENTI 0 ,INVESTIMENTI 53243 ,"INVESTIMENTI 1,1 milioni "
,,,,,,,,,,,,,,,
parma,2006,LISTA CIVICA,"INVESTIMENTI 102,0 milioni ","INVESTIMENTI 19,6 milioni ","INVESTIMENTI 6,0 milioni ","INVESTIMENTI 21,0 milioni ","INVESTIMENTI 38,3 milioni ","INVESTIMENTI 10,6 milioni ","INVESTIMENTI 2,0 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 767622 ,INVESTIMENTI 191303 ,INVESTIMENTI 0 ,INVESTIMENTI 634250 ,INVESTIMENTI 233912 
,,,,,,,,,,,,,,,
parma,2007,more_party,"INVESTIMENTI 113,9 milioni ","INVESTIMENTI 10,6 milioni ","INVESTIMENTI 11,0 milioni ","INVESTIMENTI 25,6 milioni ","INVESTIMENTI 47,6 milioni ","INVESTIMENTI 5,5 milioni ","INVESTIMENTI 4,3 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 220429 ,INVESTIMENTI 0 ,"INVESTIMENTI 2,8 milioni ","INVESTIMENTI 1,1 milioni "
,,,,,,,,,,,,,,,
parma,2008,PDL,"INVESTIMENTI 100,9 milioni ","INVESTIMENTI 38,1 milioni ","INVESTIMENTI 8,6 milioni ","INVESTIMENTI 14,1 milioni ","INVESTIMENTI 24,6 milioni ","INVESTIMENTI 6,5 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 3,1 milioni ",INVESTIMENTI 200229 ,INVESTIMENTI 219453 ,INVESTIMENTI 0 ,"INVESTIMENTI 2,3 milioni ","INVESTIMENTI 1,6 milioni "
,,,,,,,,,,,,,,,
parma,2009,PDL,"INVESTIMENTI 83,9 milioni ","INVESTIMENTI 23,6 milioni ","INVESTIMENTI 2,9 milioni ","INVESTIMENTI 12,4 milioni ","INVESTIMENTI 28,2 milioni ","INVESTIMENTI 5,4 milioni ","INVESTIMENTI 3,7 milioni ","INVESTIMENTI 4,5 milioni ",INVESTIMENTI 216480 ,"INVESTIMENTI 1,8 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 787519 ,INVESTIMENTI 274877 
,,,,,,,,,,,,,,,
parma,2010,PDL,"INVESTIMENTI 62,8 milioni ","INVESTIMENTI 33,3 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 6,8 milioni ","INVESTIMENTI 11,7 milioni ","INVESTIMENTI 3,1 milioni ","INVESTIMENTI 2,2 milioni ","INVESTIMENTI 1,4 milioni ",INVESTIMENTI 7661 ,"INVESTIMENTI 1,4 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 854958 ,INVESTIMENTI 235680 
,,,,,,,,,,,,,,,
parma,2011,PDL,"INVESTIMENTI 42,2 milioni ","INVESTIMENTI 7,7 milioni ","INVESTIMENTI 2,3 milioni ","INVESTIMENTI 10,6 milioni ","INVESTIMENTI 14,8 milioni ","INVESTIMENTI 5,1 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 293389 ,INVESTIMENTI 19423 ,INVESTIMENTI 6132 ,INVESTIMENTI 0 ,INVESTIMENTI 263323 ,INVESTIMENTI 49007 
,,,,,,,,,,,,,,,
parma,2012,M5S,"INVESTIMENTI 84,0 milioni ","INVESTIMENTI 7,5 milioni ","INVESTIMENTI 2,2 milioni ","INVESTIMENTI 25,2 milioni ","INVESTIMENTI 32,6 milioni ","INVESTIMENTI 9,1 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 2,5 milioni ",INVESTIMENTI 2100 ,"INVESTIMENTI 2,3 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 564521 ,INVESTIMENTI 49176 
,,,,,,,,,,,,,,,
parma,2013,M5S,"INVESTIMENTI 76,7 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 19,9 milioni ","INVESTIMENTI 30,2 milioni ","INVESTIMENTI 12,3 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 3,3 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 511831 ,INVESTIMENTI 62988 
,,,,,,,,,,,,,,,
parma,2014,M5S,"INVESTIMENTI 31,3 milioni ","INVESTIMENTI 1,8 milioni ",INVESTIMENTI 161149 ,"INVESTIMENTI 15,5 milioni ","INVESTIMENTI 12,5 milioni ",INVESTIMENTI 564980 ,INVESTIMENTI 351031 ,INVESTIMENTI 21931 ,INVESTIMENTI 0 ,INVESTIMENTI 319753 ,INVESTIMENTI 0 ,INVESTIMENTI 94834 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
pavia,2005,DS,"INVESTIMENTI 17,0 milioni ","INVESTIMENTI 4,5 milioni ","INVESTIMENTI 3,0 milioni ",INVESTIMENTI 498621 ,"INVESTIMENTI 1,7 milioni ","INVESTIMENTI 2,0 milioni ","INVESTIMENTI 4,4 milioni ",INVESTIMENTI 183942 ,INVESTIMENTI 54600 ,INVESTIMENTI 0 ,INVESTIMENTI 38419 ,INVESTIMENTI 215678 ,INVESTIMENTI 452164 
