Name,Zone,Price,Surface,Zone_num
"Trilocale via Giuseppe Solenghi, Pagano, Milano",arco-della-pace-arena-pagano,2400,96.0,15
"Bilocale ottimo stato, piano terra, Arco della Pace, Milano",arco-della-pace-arena-pagano,1600,55.0,15
"Bilocale via Giovanni Rasori, Vercelli - Wagner, Milano",arco-della-pace-arena-pagano,1400,60.0,15
"Bilocale via Francesco Domenico Guerrazzi 10, Arco della Pace, Milano",arco-della-pace-arena-pagano,1950,66.0,15
"Bilocale piazza della Conciliazione, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1500,48.0,15
"Bilocale via Alberto da Giussano 17, Pagano, Milano",arco-della-pace-arena-pagano,1500,59.0,15
"Trilocale via Caradosso 10, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2600,94.0,15
"Loft via Giovanni Rasori 7, Vercelli - Wagner, Milano",arco-della-pace-arena-pagano,1250,45.0,15
"Bilocale via Filarete 5, Arco della Pace, Milano",arco-della-pace-arena-pagano,1500,75.0,15
"Trilocale via Alfredo Panzini 13, Pagano, Milano",arco-della-pace-arena-pagano,2500,100.0,15
"Trilocale via Alberto da Giussano 17, Pagano, Milano",arco-della-pace-arena-pagano,2950,120.0,15
"Quadrilocale via Vittorio Alfieri, Arena, Milano",arco-della-pace-arena-pagano,2800,135.0,15
"Bilocale via Guido d'Arezzo, Pagano, Milano",arco-della-pace-arena-pagano,1780,50.0,15
"Quadrilocale via Lorenzo Mascheroni, Pagano, Milano",arco-della-pace-arena-pagano,2250,95.0,15
"Attico via Rasori  14, Vercelli - Wagner, Milano",arco-della-pace-arena-pagano,1200,60.0,15
"Trilocale via Giacomo Leopardi 21, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,3000,93.0,15
"Trilocale via Giovanni Gherardini 6, Arco della Pace, Milano",arco-della-pace-arena-pagano,2400,80.0,15
"Quadrilocale via ANTONIO ROSMINI 1/A, Arena, Milano",arco-della-pace-arena-pagano,2250,145.0,15
"Bilocale via Agostino Bertani 10, Arco della Pace, Milano",arco-della-pace-arena-pagano,1900,80.0,15
"Bilocale via Luigi Canonica 5, Arena, Milano",arco-della-pace-arena-pagano,1400,45.0,15
"Bilocale piazza della Conciliazione, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2400,75.0,15
"Bilocale via Giovanni Boccaccio 14, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1416,45.0,15
"Trilocale via Gherardini 6, Arco della Pace, Milano",arco-della-pace-arena-pagano,2000,100.0,15
"Trilocale via Bernardino Telesio, Pagano, Milano",arco-della-pace-arena-pagano,3000,130.0,15
"Bilocale via Aristide De Togni 1, San Vittore, Milano",arco-della-pace-arena-pagano,1600,65.0,15
"Bilocale via Alberto da Giussano 17, Pagano, Milano",arco-della-pace-arena-pagano,2333,76.0,15
"Bilocale via Aristide De Togni 1, San Vittore, Milano",arco-della-pace-arena-pagano,1650,75.0,15
"Monolocale via Mario Pagano, Pagano, Milano",arco-della-pace-arena-pagano,1500,30.0,15
"Monolocale via Alberto da Giussano, Pagano, Milano",arco-della-pace-arena-pagano,1500,45.0,15
"Monolocale via Alberto da Giussano, Pagano, Milano",arco-della-pace-arena-pagano,1500,40.0,15
"Bilocale via Domenico Cirillo, Arco della Pace, Milano",arco-della-pace-arena-pagano,1000,45.0,15
"Quadrilocale via Boccaccio, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2840,160.0,15
"Monolocale via alberto da Giussano, Pagano, Milano",arco-della-pace-arena-pagano,1500,53.0,15
"Trilocale via Vincenzo Monti 51, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,3000,111.0,15
"Trilocale via Vincenzo Monti 51, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2900,111.0,15
"Bilocale via Boccaccio 19, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1415,45.0,15
"Bilocale via Boccaccio, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1416,45.0,15
"Mansarda via Giovanni Boccaccio, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1420,45.0,15
"Quadrilocale via Alberto da Giussano, Pagano, Milano",arco-della-pace-arena-pagano,2500,135.0,15
"Trilocale piazza Biancamano , 1, Moscova, Milano",arco-della-pace-arena-pagano,1700,50.0,15
"Bilocale via Aristide De Togni 1, San Vittore, Milano",arco-della-pace-arena-pagano,1600,75.0,15
"Bilocale via Giovanni Boccaccio 21, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1300,50.0,15
"Bilocale via Luigi Canonica 37, Arena, Milano",arco-della-pace-arena-pagano,1100,42.0,15
"Trilocale via Carlo Maria Maggi, Arena, Milano",arco-della-pace-arena-pagano,3000,105.0,15
"Trilocale via Tiziano 21, Pagano, Milano",arco-della-pace-arena-pagano,2200,110.0,15
"Attico via Giovanni Boccaccio, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1333,46.0,15
"Trilocale via Vincenzo Monti 29, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2800,100.0,15
"Monolocale ottimo stato, primo piano, Pagano, Milano",arco-della-pace-arena-pagano,1500,50.0,15
"Bilocale buono stato, quinto piano, San Vittore, Milano",arco-della-pace-arena-pagano,1500,75.0,15
"Mansarda nuovo, 45 , Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1417,45.0,15
"Appartamento ottimo stato, quarto piano, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2830,160.0,15
"Bilocale via Giovanni Rasori, Vercelli - Wagner, Milano",arco-della-pace-arena-pagano,1250,45.0,15
"Bilocale via Antonio Canova 25, Arco della Pace, Milano",arco-della-pace-arena-pagano,1300,46.0,15
"Attico via Lorenzo Mascheroni, Pagano, Milano",arco-della-pace-arena-pagano,2000,95.0,15
"Bilocale via Luigi Cagnola, Arco della Pace, Milano",arco-della-pace-arena-pagano,1800,67.0,15
"Bilocale via Paolo Veronese 2, Pagano, Milano",arco-della-pace-arena-pagano,1200,49.0,15
"Monolocale via Giovanni Rasori 11, Vercelli - Wagner, Milano",arco-della-pace-arena-pagano,750,25.0,15
"Bilocale via Antonio Rosmini 7, Arena, Milano",arco-della-pace-arena-pagano,1300,50.0,15
"Trilocale piazza Castello, Cadorna - Castello, Milano",arco-della-pace-arena-pagano,3000,85.0,15
"Bilocale via Alberto da giussano, Pagano, Milano",arco-della-pace-arena-pagano,1500,45.0,15
"Bilocale via Pagano, Pagano, Milano",arco-della-pace-arena-pagano,2335,76.0,15
"Monolocale via Mario Pagano, Pagano, Milano",arco-della-pace-arena-pagano,1500,45.0,15
"Mansarda piazza Virgilio, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1417,45.0,15
"Trilocale via Guido d'Arezzo, Pagano, Milano",arco-della-pace-arena-pagano,2900,100.0,15
"Bilocale via Luigi Cagnola 5, Arco della Pace, Milano",arco-della-pace-arena-pagano,1500,70.0,15
"Trilocale via Guido d'Arezzo, Pagano, Milano",arco-della-pace-arena-pagano,2550,150.0,15
"Attico via Domenico Cirillo, Arco della Pace, Milano",arco-della-pace-arena-pagano,850,26.0,15
"Bilocale via Alberto da Giussano 1, Vercelli - Wagner, Milano",arco-della-pace-arena-pagano,2500,108.0,15
"Trilocale via Giovanni Gherardini 6, Arco della Pace, Milano",arco-della-pace-arena-pagano,2400,75.0,15
"Trilocale via Gian Battista Bazzoni, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,3000,110.0,15
"Bilocale ottimo stato, primo piano, San Vittore, Milano",arco-della-pace-arena-pagano,1600,65.0,15
"Bilocale ottimo stato, piano rialzato, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1650,75.0,15
"Monolocale via Carlo Maria Maggi 2, Arena, Milano",arco-della-pace-arena-pagano,1200,30.0,15
"Quadrilocale piazzale Giulio Cesare 4, Pagano, Milano",arco-della-pace-arena-pagano,2500,100.0,15
"Monolocale via Alberto da Giussano, Pagano, Milano",arco-della-pace-arena-pagano,1500,45.0,15
"Bilocale via Alberto da Giussano, Pagano, Milano",arco-della-pace-arena-pagano,2330,70.0,15
"Bilocale via Pietro Giannone 10, Arena, Milano",arco-della-pace-arena-pagano,1150,48.0,15
"Trilocale via Caradosso, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2600,90.0,15
"Trilocale via Angelo Michele Grancini, Pagano, Milano",arco-della-pace-arena-pagano,2160,94.0,15
"Monolocale via boccaccio, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1420,45.0,15
"Bilocale via Di Porta Tenaglia, Moscova, Milano",arco-della-pace-arena-pagano,2700,65.0,15
"Bilocale via Antonio Rosmini 7, Arena, Milano",arco-della-pace-arena-pagano,1300,45.0,15
"Trilocale viale Montello 18, Arena, Milano",arco-della-pace-arena-pagano,2000,85.0,15
"Bilocale via Luigi Canonica 4, Arena, Milano",arco-della-pace-arena-pagano,2500,55.0,15
"Bilocale via Giovanni Rasori, Vercelli - Wagner, Milano",arco-della-pace-arena-pagano,1250,45.0,15
"Monolocale via Giovanni Boccaccio, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1415,45.0,15
"Bilocale ottimo stato, primo piano, Pagano, Milano",arco-della-pace-arena-pagano,1500,53.0,15
"Monolocale via Antonio Rosmini, Arena, Milano",arco-della-pace-arena-pagano,1300,40.0,15
"Bilocale via Abbondio Sangiorgio 20, Arco della Pace, Milano",arco-della-pace-arena-pagano,1600,60.0,15
"Trilocale Arco Della Pace, Arco della Pace, Milano",arco-della-pace-arena-pagano,3000,160.0,15
"Bilocale via Antonio Rosmini, Arena, Milano",arco-della-pace-arena-pagano,1350,45.0,15
"Quadrilocale via boccaccio, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2830,160.0,15
"Bilocale via Antonio Rosmini, Arena, Milano",arco-della-pace-arena-pagano,1350,45.0,15
"Attico via Alberto da Giussano, Pagano, Milano",arco-della-pace-arena-pagano,2500,108.0,15
"Bilocale via Paolo Veronese 2, Pagano, Milano",arco-della-pace-arena-pagano,1300,49.0,15
"Bilocale via Antonio Rosmini 7, Arena, Milano",arco-della-pace-arena-pagano,1300,45.0,15
"Bilocale via Antonio Rosmini 7, Arena, Milano",arco-della-pace-arena-pagano,1300,45.0,15
"Monolocale via Mario Pagano, Pagano, Milano",arco-della-pace-arena-pagano,1200,55.0,15
"Monolocale viale Belisario 1, Pagano, Milano",arco-della-pace-arena-pagano,950,35.0,15
"Bilocale via Giosue' Carducci, Sant'Ambrogio, Milano",arco-della-pace-arena-pagano,1500,75.0,15
"Bilocale via GUERRAZZI  20, Arco della Pace, Milano",arco-della-pace-arena-pagano,1650,67.0,15
"Monolocale ottimo stato, Arco della Pace, Milano",arco-della-pace-arena-pagano,1500,30.0,15
"Trilocale via Alfredo Panzini 13, Pagano, Milano",arco-della-pace-arena-pagano,2500,100.0,15
"Monolocale via Pagano, Pagano, Milano",arco-della-pace-arena-pagano,1500,40.0,15
"Monolocale via Alberto da Giussano, Pagano, Milano",arco-della-pace-arena-pagano,1500,40.0,15
"Trilocale via Agostino Bertani, Arco della Pace, Milano",arco-della-pace-arena-pagano,1950,80.0,15
"Appartamento via via Caradosso 18, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2300,65.0,15
"Quadrilocale via Giovanni Boccaccio, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2833,160.0,15
"Trilocale via Grancini , 4, Pagano, Milano",arco-della-pace-arena-pagano,2166,94.0,15
"Quadrilocale via Morazzone 8, Arena, Milano",arco-della-pace-arena-pagano,2900,140.0,15
"Trilocale via Abbondio San Giorgio, Arco della Pace, Milano",arco-della-pace-arena-pagano,2000,90.0,15
"Bilocale via Vincenzo Monti,15, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2500,75.0,15
"Bilocale via Vincenzo Monti,32, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2500,50.0,15
"Bilocale via Bramante,1, Arena, Milano",arco-della-pace-arena-pagano,1800,50.0,15
"Bilocale via Luigi Canonica,9, Arena, Milano",arco-della-pace-arena-pagano,3000,70.0,15
"Bilocale via Giuseppe Piermarini,4, Arco della Pace, Milano",arco-della-pace-arena-pagano,2500,50.0,15
"Bilocale corso Magenta, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2000,70.0,15
"Bilocale via Antonio Rosmini 5, Arena, Milano",arco-della-pace-arena-pagano,1170,50.0,15
"Bilocale via Antonio Rosmini,1, Arena, Milano",arco-della-pace-arena-pagano,2500,50.0,15
"Bilocale via Morazzone,1, Arena, Milano",arco-della-pace-arena-pagano,2500,50.0,15
"Monolocale via Giovanni Boccaccio, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1417,45.0,15
"Bilocale via Antonio Rosmini,1, Arena, Milano",arco-della-pace-arena-pagano,2500,50.0,15
"Bilocale via Alberto Da Giussano, Pagano, Milano",arco-della-pace-arena-pagano,1500,53.0,15
"Bilocale via Morazzone,1, Arena, Milano",arco-della-pace-arena-pagano,2500,50.0,15
"Quadrilocale via Boccaccio, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2835,160.0,15
"Trilocale via Giacomo Leopardi, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,3000,130.0,15
"Trilocale Arco della Pace, Arco della Pace, Milano",arco-della-pace-arena-pagano,3000,105.0,15
"Mansarda ottimo stato, 25 , Vincenzo Monti, Milano",arco-della-pace-arena-pagano,800,25.0,15
"Quadrilocale via Giovanni Boccaccio, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2833,160.0,15
"Bilocale via Giosue Carducci, San Vittore, Milano",arco-della-pace-arena-pagano,1500,75.0,15
"Bilocale via Francesco Petrarca 4, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1660,55.0,15
"Bilocale via Luigi Canonica,1, Arena, Milano",arco-della-pace-arena-pagano,2500,50.0,15
"Bilocale via Giovanni Rasori, Vercelli - Wagner, Milano",arco-della-pace-arena-pagano,1500,50.0,15
"Bilocale corso Magenta 00, San Vittore, Milano",arco-della-pace-arena-pagano,2600,80.0,15
"Trilocale ottimo stato, terzo piano, Arco della Pace, Milano",arco-della-pace-arena-pagano,2200,90.0,15
"Bilocale via Giosue Carducci, San Vittore, Milano",arco-della-pace-arena-pagano,1666,90.0,15
"Bilocale via Giovanni Rasori, Vercelli - Wagner, Milano",arco-della-pace-arena-pagano,1250,44.0,15
"Bilocale via Carlo Maria Maggi 2, Arena, Milano",arco-della-pace-arena-pagano,1500,75.0,15
"Bilocale via Andrea Massena 9, Arco della Pace, Milano",arco-della-pace-arena-pagano,2200,55.0,15
"Attico buono stato, 108 , Vincenzo Monti, Milano",arco-della-pace-arena-pagano,2500,108.0,15
"Bilocale via Aurelio Saffi, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1900,75.0,15
"Bilocale via Antonio Rosmini,11, Arena, Milano",arco-della-pace-arena-pagano,2500,45.0,15
"Bilocale via Luigi Canonica,41, Arena, Milano",arco-della-pace-arena-pagano,1800,42.0,15
"Quadrilocale buono stato, terzo piano, Arena, Milano",arco-della-pace-arena-pagano,1900,100.0,15
"Monolocale via Alberto da Giussano, Pagano, Milano",arco-della-pace-arena-pagano,1500,45.0,15
"Quadrilocale via Francesco Petrarca 13, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1600,120.0,15
"Bilocale via Vincenzo Monti 55, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1500,47.0,15
"Bilocale via Tiziano 13, Pagano, Milano",arco-della-pace-arena-pagano,1200,70.0,15
"Monolocale via Antonio Rosmini 7, Arena, Milano",arco-della-pace-arena-pagano,1350,45.0,15
"Bilocale via Luigi Canonica, Arena, Milano",arco-della-pace-arena-pagano,1400,60.0,15
"Monolocale via Aurelio Saffi, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,990,42.0,15
"Trilocale via Luigi Canonica 40, Arena, Milano",arco-della-pace-arena-pagano,2500,80.0,15
"Bilocale via Domenico Balestrieri 6, Arena, Milano",arco-della-pace-arena-pagano,1400,65.0,15
"Monolocale corso Magenta, Vincenzo Monti, Milano",arco-della-pace-arena-pagano,1000,45.0,15
"Bilocale via Antonio Rosmini 1A, Arena, Milano",arco-della-pace-arena-pagano,1800,65.0,15
"Bilocale via Alessandro Tadino 57, Buenos Aires, Milano",centrale-repubblica,2500,45.0,16
"Trilocale via ALESSANDRO TADINO 42, Buenos Aires, Milano",centrale-repubblica,1890,100.0,16
"Monolocale via Benedetto Marcello, Buenos Aires, Milano",centrale-repubblica,1150,40.0,16
"Trilocale via Leone Pancaldo 5, Morgagni, Milano",centrale-repubblica,1850,100.0,16
"Trilocale via Luigi Razza 8, Repubblica, Milano",centrale-repubblica,2000,110.0,16
"Bilocale via Errico Petrella 8, Buenos Aires, Milano",centrale-repubblica,1700,50.0,16
"Bilocale via Giovan Battista Pergolesi 8, Buenos Aires, Milano",centrale-repubblica,1600,80.0,16
"Bilocale via Giovanni Schiaparelli 3/A, Centrale, Milano",centrale-repubblica,1200,60.0,16
"Bilocale via Benedetto Marcello 89, Buenos Aires, Milano",centrale-repubblica,1700,78.0,16
"Bilocale viale Andrea Doria 31, Centrale, Milano",centrale-repubblica,1300,70.0,16
"Attico via Luigi Settembrini 32, Buenos Aires, Milano",centrale-repubblica,2800,182.0,16
"Trilocale via Luigi Razza 8, Repubblica, Milano",centrale-repubblica,2000,110.0,16
"Bilocale corso Buenos Aires 10, Porta Venezia, Milano",centrale-repubblica,1490,80.0,16
"Trilocale via Plinio 7A, Buenos Aires, Milano",centrale-repubblica,2000,107.0,16
"Bilocale via Giovanni Battista Pergolesi 5, Buenos Aires, Milano",centrale-repubblica,1300,50.0,16
"Bilocale via Vittor Pisani 13, Centrale, Milano",centrale-repubblica,2000,90.0,16
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1586,58.0,16
"Bilocale viale Brianza, Centrale, Milano",centrale-repubblica,1200,60.0,16
"Bilocale via Plinio, Citta Studi, Milano",centrale-repubblica,1300,65.0,16
"Trilocale via Saverio Mercadante 3, Buenos Aires, Milano",centrale-repubblica,2000,90.0,16
"Trilocale via Errico Petrella, Buenos Aires, Milano",centrale-repubblica,1700,75.0,16
"Bilocale corso Buenos Aires, Buenos Aires, Milano",centrale-repubblica,1300,50.0,16
"Bilocale via Mauro Macchi 61, Centrale, Milano",centrale-repubblica,1800,60.0,16
"Bilocale via Lodovico Settala,57, Buenos Aires, Milano",centrale-repubblica,1015,50.0,16
"Bilocale corso Buenos Aires, Buenos Aires, Milano",centrale-repubblica,1350,80.0,16
"Trilocale viale Vittorio Veneto 24, Repubblica, Milano",centrale-repubblica,2600,90.0,16
"Bilocale corso Buenos Aires 43, Buenos Aires, Milano",centrale-repubblica,1350,50.0,16
"Bilocale via Antonio Stoppani 15, Morgagni, Milano",centrale-repubblica,1350,45.0,16
"Bilocale via Lodovico Settala, Buenos Aires, Milano",centrale-repubblica,1450,58.0,16
"Bilocale via Vitruvio 42, Centrale, Milano",centrale-repubblica,1300,60.0,16
"Trilocale viale Tunisia 48, Repubblica, Milano",centrale-repubblica,2100,120.0,16
"Bilocale via Vitruvio, Buenos Aires, Milano",centrale-repubblica,1250,60.0,16
"Monolocale via Achille Maiocchi 31, Morgagni, Milano",centrale-repubblica,700,20.0,16
"Monolocale via Andrea Doria, Buenos Aires, Milano",centrale-repubblica,630,30.0,16
"Quadrilocale via San Gregorio 39, Repubblica, Milano",centrale-repubblica,2800,107.0,16
"Trilocale via Vitruvio 10, Buenos Aires, Milano",centrale-repubblica,1800,75.0,16
"Trilocale via San Gregorio, Centrale, Milano",centrale-repubblica,2700,89.0,16
"Bilocale via Finocchiaro Aprile 14, Repubblica, Milano",centrale-repubblica,1650,50.0,16
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1583,52.0,16
"Bilocale via Alfredo Campanini 4, Melchiorre Gioia, Milano",centrale-repubblica,1400,45.0,16
"Trilocale via Alessandro Paoli 6, Melchiorre Gioia, Milano",centrale-repubblica,1850,89.0,16
"Trilocale viale regina giovanna 38, Porta Venezia, Milano",centrale-repubblica,1700,95.0,16
"Bilocale viale dei Mille 35, Morgagni, Milano",centrale-repubblica,1300,60.0,16
"Trilocale via Achille Maiocchi, Morgagni, Milano",centrale-repubblica,2166,94.0,16
"Trilocale via MAURO MACCHI  27, Centrale, Milano",centrale-repubblica,1990,100.0,16
"Quadrilocale via MAURO MACCHI  27, Centrale, Milano",centrale-repubblica,2975,150.0,16
"Bilocale via Generale Gustavo Fara 1, Centrale, Milano",centrale-repubblica,1350,40.0,16
"Trilocale via Vitruvio 3, Buenos Aires, Milano",centrale-repubblica,2150,100.0,16
"Trilocale via Giovanni Pierluigi da Palestrina, Buenos Aires, Milano",centrale-repubblica,1600,85.0,16
"Monolocale via Lecco 1, Porta Venezia, Milano",centrale-repubblica,1000,40.0,16
"Bilocale via Settala, Buenos Aires, Milano",centrale-repubblica,1800,70.0,16
"Quadrilocale via Plinio 22, Morgagni, Milano",centrale-repubblica,2800,127.0,16
"Bilocale via Santa Giovanna d'Arco 4, Centrale, Milano",centrale-repubblica,2200,91.0,16
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1333,53.0,16
"Bilocale via Lodovico Settala 43, Buenos Aires, Milano",centrale-repubblica,1100,63.0,16
"Trilocale via Mauro Macchi 52, Centrale, Milano",centrale-repubblica,2050,102.0,16
"Bilocale corso Buenos Aires 58, Buenos Aires, Milano",centrale-repubblica,1150,60.0,16
"Bilocale via San Gregorio 4, Buenos Aires, Milano",centrale-repubblica,1300,45.0,16
"Bilocale via stoppani 11, Morgagni, Milano",centrale-repubblica,1666,55.0,16
"Trilocale via Eustachi 29, Morgagni, Milano",centrale-repubblica,1916,70.0,16
"Bilocale via stoppani 11, Morgagni, Milano",centrale-repubblica,1500,55.0,16
"Bilocale via stoppani 11, Morgagni, Milano",centrale-repubblica,2083,55.0,16
"Trilocale via Maiocchi 11, Morgagni, Milano",centrale-repubblica,2166,95.0,16
"Trilocale via eustachi 29, Morgagni, Milano",centrale-repubblica,2083,75.0,16
"Trilocale via Eustachi 29, Morgagni, Milano",centrale-repubblica,2250,80.0,16
"Bilocale via Aldo Manuzio, Repubblica, Milano",centrale-repubblica,2333,140.0,16
"Trilocale via Melchiorre Gioia 74, Centrale, Milano",centrale-repubblica,1700,100.0,16
"Bilocale via Giovanni Pierluigi da Palestrina, Centrale, Milano",centrale-repubblica,850,40.0,16
"Bilocale via schiaparelli 1, Centrale, Milano",centrale-repubblica,1100,45.0,16
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1330,55.0,16
"Quadrilocale corso Buenos Aires 55, Buenos Aires, Milano",centrale-repubblica,2200,120.0,16
"Trilocale via Francesco Redi, Morgagni, Milano",centrale-repubblica,1916,72.0,16
"Monolocale Galleria Buenos Aires 8, Morgagni, Milano",centrale-repubblica,1100,45.0,16
"Bilocale via Melchiorre Gioia 32, Melchiorre Gioia, Milano",centrale-repubblica,1300,56.0,16
"Trilocale via Vitruvio 38, Centrale, Milano",centrale-repubblica,2100,105.0,16
"Trilocale via Francesco Redi, Morgagni, Milano",centrale-repubblica,2250,87.0,16
"Monolocale via Luigi Settembrini 34, Buenos Aires, Milano",centrale-repubblica,1150,35.0,16
"Bilocale via Mauro Macchi 26, Centrale, Milano",centrale-repubblica,1300,80.0,16
"Trilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,2167,107.0,16
"Bilocale via Vitruvio, Buenos Aires, Milano",centrale-repubblica,1800,67.0,16
"Bilocale via Melchiorre Gioia, 41A, Melchiorre Gioia, Milano",centrale-repubblica,1400,80.0,16
"Trilocale viale Regina Giovanna 38, Porta Venezia, Milano",centrale-repubblica,1700,80.0,16
"Bilocale via Ruggero Boscovich 14, Centrale, Milano",centrale-repubblica,1200,40.0,16
"Monolocale via San Gregorio 11, Buenos Aires, Milano",centrale-repubblica,850,25.0,16
"Trilocale corso Buenos Aires 58, Buenos Aires, Milano",centrale-repubblica,1800,110.0,16
"Bilocale via Felice Casati 2, Buenos Aires, Milano",centrale-repubblica,1200,50.0,16
"Bilocale via Soperga 4, Centrale, Milano",centrale-repubblica,1200,67.0,16
"Trilocale via Achille Maiocchi 11, Morgagni, Milano",centrale-repubblica,2170,95.0,16
"Bilocale via Niccolo Copernico 22, Centrale, Milano",centrale-repubblica,1200,80.0,16
"Trilocale via Carlo Gomes, Buenos Aires, Milano",centrale-repubblica,1800,95.0,16
"Bilocale via Melchiorre Gioia 88, Centrale, Milano",centrale-repubblica,1200,85.0,16
"Bilocale via Francesco Redi, Morgagni, Milano",centrale-repubblica,1667,63.0,16
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,2083,60.0,16
"Quadrilocale via Lodovico Zambeletti 10, Morgagni, Milano",centrale-repubblica,2000,140.0,16
"Quadrilocale via Claudio Monteverdi, Buenos Aires, Milano",centrale-repubblica,2700,150.0,16
"Trilocale via Francesco Redi, Morgagni, Milano",centrale-repubblica,2083,85.0,16
"Trilocale viale Abruzzi, Citta Studi, Milano",centrale-repubblica,1800,100.0,16
"Bilocale via Antonio Stoppani 11, Morgagni, Milano",centrale-repubblica,1583,54.0,16
"Trilocale via Bartolomeo Eustachi 29, Morgagni, Milano",centrale-repubblica,1916,66.0,16
"Bilocale via San Gregorio 39, Repubblica, Milano",centrale-repubblica,1700,68.0,16
"Trilocale via Achille Maiocchi, Morgagni, Milano",centrale-repubblica,2166,95.0,16
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1667,60.0,16
"Bilocale viale Andrea Doria 8, Centrale, Milano",centrale-repubblica,1100,45.0,16
"Bilocale piazza Maria Adelaide di Savoia 2, Indipendenza, Milano",centrale-repubblica,1700,72.0,16
"Bilocale viale Vittorio Veneto 32, Repubblica, Milano",centrale-repubblica,1500,55.0,16
"Quadrilocale piazza Argentina, Buenos Aires, Milano",centrale-repubblica,2700,130.0,16
"Loft via Alessandro Tadino 48, Buenos Aires, Milano",centrale-repubblica,900,45.0,16
"Trilocale via Bartolomeo Eustachi 29, Morgagni, Milano",centrale-repubblica,2084,70.0,16
"Bilocale via Plinio 24, Morgagni, Milano",centrale-repubblica,1400,60.0,16
"Bilocale viale Regina Giovanna, Porta Venezia, Milano",centrale-repubblica,1350,80.0,16
"Bilocale via Federico Ozanam 10, Buenos Aires, Milano",centrale-repubblica,1300,70.0,16
"Trilocale viale Regina Giovanna, Porta Venezia, Milano",centrale-repubblica,1850,110.0,16
"Monolocale via Emilio Cornalia 24, Melchiorre Gioia, Milano",centrale-repubblica,900,31.0,16
"Bilocale via Niccolo Copernico 47, Centrale, Milano",centrale-repubblica,1110,75.0,16
"Monolocale via Bartolomeo Eustachi, Morgagni, Milano",centrale-repubblica,900,22.0,16
"Bilocale via Alfredo Cappellini 18/A, Centrale, Milano",centrale-repubblica,1400,65.0,16
"Monolocale via Mauro Macchi 35, Centrale, Milano",centrale-repubblica,1100,29.0,16
"Monolocale via San Gregorio 27, Buenos Aires, Milano",centrale-repubblica,950,30.0,16
"Monolocale via Fabio Filzi 4, Centrale, Milano",centrale-repubblica,850,35.0,16
"Trilocale via Achille Maiocchi 11, Morgagni, Milano",centrale-repubblica,2166,94.0,16
"Bilocale via Antonio Stoppani 40, Morgagni, Milano",centrale-repubblica,1300,45.0,16
"Trilocale via Errico Petrella, Buenos Aires, Milano",centrale-repubblica,1600,76.0,16
"Bilocale via Antonio Stoppani 11, Morgagni, Milano",centrale-repubblica,1333,54.0,16
"Bilocale via San Gregorio 27, Buenos Aires, Milano",centrale-repubblica,1200,43.0,16
"Monolocale via Alessandro Tadino, Buenos Aires, Milano",centrale-repubblica,1000,35.0,16
"Bilocale via Alessandro Tadino, Buenos Aires, Milano",centrale-repubblica,1100,60.0,16
