Name,Zone,Price,Surface 
"Bilocale viale Gran Sasso 7, Citta Studi, Milano",citta-studi-susa,1300,70
"Trilocale piazza Gian Lorenzo Bernini, Citta Studi, Milano",citta-studi-susa,3750,160
"Bilocale via Luigi Devoto 3, Argonne - Corsica, Milano",citta-studi-susa,"15001600(-6,3%)",35
"Quadrilocale corso 22 Marzo 32, Porta Vittoria, Milano",citta-studi-susa,2500,100
"Trilocale via Cardinale Mezzofanti 45, Argonne - Corsica, Milano",citta-studi-susa,2300,75
"Bilocale piazza Giuseppe Grandi, Plebisciti - Susa, Milano",citta-studi-susa,1290,55
"Trilocale via Strambio 17, Citta Studi, Milano",citta-studi-susa,3350,110
"Quadrilocale via Sismondi 67, Argonne - Corsica, Milano",citta-studi-susa,3300,120
"Monolocale viale Abruzzi, Citta Studi, Milano",citta-studi-susa,900,30
"Bilocale corso 22 Marzo 61, Plebisciti - Susa, Milano",citta-studi-susa,1100,70
"Bilocale piazza Aspromonte 51, Citta Studi, Milano",citta-studi-susa,1100,60
"Trilocale via Vallazze 63, Citta Studi, Milano",citta-studi-susa,1900,113
"Bilocale viale Corsica 38, Porta Vittoria, Milano",citta-studi-susa,1500,65
"Bilocale via Donatello, Citta Studi, Milano",citta-studi-susa,1500,57
"Bilocale viale Abruzzi 19, Morgagni, Milano",citta-studi-susa,900,55
"Bilocale via Edoardo Bassini 43, Citta Studi, Milano",citta-studi-susa,1100,45
"Loft via Luisa Battistotti Sassi 13, Plebisciti - Susa, Milano",citta-studi-susa,3000,150
"Bilocale via Giovanni Pacini 36, Citta Studi, Milano",citta-studi-susa,1350,58
"Bilocale via Vigilio Inama 19, Citta Studi, Milano",citta-studi-susa,1000,50
"Bilocale viale ABRUZZI, Citta Studi, Milano",citta-studi-susa,1100,50
"Loft via Luisa Battistotti Sassi, Plebisciti - Susa, Milano",citta-studi-susa,3000,150
"Bilocale via Luisa Battistotti Sassi 26, Argonne - Corsica, Milano",citta-studi-susa,890,60
"Bilocale via Catalani 65, Casoretto, Milano",citta-studi-susa,1100,55
"Bilocale viale Argonne 54, Argonne - Corsica, Milano",citta-studi-susa,1600,80
"Bilocale via Sangallo 31, Citta Studi, Milano",citta-studi-susa,1500,65
"Bilocale piazza Aspromonte 51, Citta Studi, Milano",citta-studi-susa,1150,70
"Trilocale piazza Giovanni Giolitti, Citta Studi, Milano",citta-studi-susa,1830,95
"Monolocale piazza Andrea Fusina 1, Citta Studi, Milano",citta-studi-susa,790,40
"Bilocale viale Corsica, Argonne - Corsica, Milano",citta-studi-susa,1500,75
"Bilocale via Giovanni Pacini, Citta Studi, Milano",citta-studi-susa,1100,58
"Monolocale via Marciano 7, Argonne - Corsica, Milano",citta-studi-susa,850,48
"Quadrilocale piazza Giuseppe Grandi, Plebisciti - Susa, Milano",citta-studi-susa,2100,90
"Bilocale Casoretto, 60, Casoretto, Milano",citta-studi-susa,1180,65
"Quadrilocale via Mario Giuriati 11, Plebisciti - Susa, Milano",citta-studi-susa,2400,155
"Trilocale via Plinio, Citta Studi, Milano",citta-studi-susa,2400,75
"Bilocale piazza Grandi, Porta Vittoria, Milano",citta-studi-susa,1185,50
"Bilocale via Giambattista Tiepolo 11, Citta Studi, Milano",citta-studi-susa,1000,55
"Bilocale buono stato, piano rialzato, Citta Studi, Milano",citta-studi-susa,900,50
"Bilocale via Giacomo Venezian, Citta Studi, Milano",citta-studi-susa,950,57
"Bilocale piazza Grandi, Porta Vittoria, Milano",citta-studi-susa,1500,63
"Monolocale via Garofalo, Citta Studi, Milano",citta-studi-susa,900,30
"Monolocale via Carlo Valvassori Peroni, Citta Studi, Milano",citta-studi-susa,900,35
"Monolocale via Filippo Tajani 15, Citta Studi, Milano",citta-studi-susa,820,40
"Monolocale via Accademia, Casoretto, Milano",citta-studi-susa,800,40
"Bilocale piazza aspromonte 51, Citta Studi, Milano",citta-studi-susa,1400,70
"Quadrilocale piazza aspromonte 51, Citta Studi, Milano",citta-studi-susa,2100,90
"Quadrilocale piazza aspromonte 51, Citta Studi, Milano",citta-studi-susa,1900,90
"Bilocale piazza aspromonte 51, Citta Studi, Milano",citta-studi-susa,1300,60
"Monolocale via Plinio, Citta Studi, Milano",citta-studi-susa,850,25
"Trilocale via Alfredo Catalani, Casoretto, Milano",citta-studi-susa,1400,85
"Trilocale Pascoli, 56, Citta Studi, Milano",citta-studi-susa,980,60
"Monolocale piazza Giuseppe Grandi, Plebisciti - Susa, Milano",citta-studi-susa,1000,40
"Trilocale via via Antonio Smareglia 1, Argonne - Corsica, Milano",citta-studi-susa,2200,100
"Bilocale via Stefano Canzio, Citta Studi, Milano",citta-studi-susa,680,35
"Trilocale viale Romagna, Citta Studi, Milano",citta-studi-susa,1900,110
"Bilocale piazza Grandi, Porta Vittoria, Milano",citta-studi-susa,1291,54
"Monolocale corso 22 Marzo 32, Porta Vittoria, Milano",citta-studi-susa,1200,40
"Bilocale via privata Picozzi, Casoretto, Milano",citta-studi-susa,1100,55
"Trilocale viale Corsica 38, Porta Vittoria, Milano",citta-studi-susa,1300,80
"Bilocale via Beato Angelico, Citta Studi, Milano",citta-studi-susa,1050,50
"Trilocale via Alessandro Visconti d'Aragona,22, Citta Studi, Milano",citta-studi-susa,4200,50
"Trilocale via Vigilio Inama,27, Citta Studi, Milano",citta-studi-susa,1700,100
"Bilocale via Nicola Antonio Porpora,1, Citta Studi, Milano",citta-studi-susa,1400,50
"Trilocale via Andrea Costa,8, Casoretto, Milano",citta-studi-susa,2500,120
"Bilocale corso Ventidue Marzo,39, Plebisciti - Susa, Milano",citta-studi-susa,2800,50
"Bilocale via Francesco Reina,1, Plebisciti - Susa, Milano",citta-studi-susa,2050,50
"Bilocale via Giovanni Antonio Amadeo,48, Citta Studi, Milano",citta-studi-susa,1750,48
"Trilocale via Teodosio,70, Casoretto, Milano",citta-studi-susa,2650,120
"Bilocale via Giovanni Milani,6A, Citta Studi, Milano",citta-studi-susa,2000,65
"Bilocale viale Gran Sasso 1, Citta Studi, Milano",citta-studi-susa,1100,70
"Trilocale via Donatello,3, Citta Studi, Milano",citta-studi-susa,4600,50
"Quadrilocale via Vallazze,20, Citta Studi, Milano",citta-studi-susa,4400,50
"Bilocale via Donatello,11, Citta Studi, Milano",citta-studi-susa,3125,45
"Monolocale via Ambrogio Campiglio 13, Citta Studi, Milano",citta-studi-susa,1350,65
"Bilocale via Nicola Antonio Porpora,30, Citta Studi, Milano",citta-studi-susa,2400,70
"Bilocale via Nicola Antonio Porpora, Casoretto, Milano",citta-studi-susa,1300,50
"Monolocale via Edoardo Bassini 31, Citta Studi, Milano",citta-studi-susa,850,35
"Bilocale ottimo stato, primo piano, Citta Studi, Milano",citta-studi-susa,900,50
"Bilocale ottimo stato, quarto piano, Casoretto, Milano",citta-studi-susa,1000,60
"Trilocale via Sansovino 30, Citta Studi, Milano",citta-studi-susa,1500,75
"Quadrilocale via Ettore Paladini, 18, Citta Studi, Milano",citta-studi-susa,2000,115
"Bilocale ottimo stato, Citta Studi, Milano",citta-studi-susa,1200,60
"Quadrilocale ottimo stato, secondo piano, Citta Studi, Milano",citta-studi-susa,4000,220
"Monolocale piazza Giuseppe Grandi, Porta Vittoria, Milano",citta-studi-susa,1180,50
"Bilocale piazza Giuseppe Grandi, Porta Vittoria, Milano",citta-studi-susa,1500,63
"Trilocale piazza Aspromonte 43, Citta Studi, Milano",citta-studi-susa,1600,85
"Bilocale via Antonio Picozzi 6, Casoretto, Milano",citta-studi-susa,1200,60
"Bilocale piazza Giuseppe Grandi, Porta Vittoria, Milano",citta-studi-susa,1300,55
"Bilocale piazza Andrea Fusina 1, Citta Studi, Milano",citta-studi-susa,1170,70
"Quadrilocale piazza Aspromonte 51, Citta Studi, Milano",citta-studi-susa,1900,90
"Trilocale via Donatello 33, Citta Studi, Milano",citta-studi-susa,1650,90
"Bilocale piazza Aspromonte 51, Citta Studi, Milano",citta-studi-susa,1250,70
"Bilocale buono stato, secondo piano, Citta Studi, Milano",citta-studi-susa,1100,60
"Bilocale via Giovanni Pacini, Citta Studi, Milano",citta-studi-susa,1100,55
"Bilocale largo Rio De Janeiro 3, Citta Studi, Milano",citta-studi-susa,1100,50
"Bilocale via Pietro da Cortona 3, Citta Studi, Milano",citta-studi-susa,1000,45
"Bilocale via Andrea Orcagna 1, Citta Studi, Milano",citta-studi-susa,1400,80
"Bilocale via Teodosio 11, Citta Studi, Milano",citta-studi-susa,1500,86
"Monolocale piazza Giuseppe Grandi, Porta Vittoria, Milano",citta-studi-susa,1000,37
"Quadrilocale via Luisa Battistotti Sassi 13, Plebisciti - Susa, Milano",citta-studi-susa,3000,150
"Bilocale via Giovanni Pacini, Citta Studi, Milano",citta-studi-susa,1100,55
"Bilocale via Cardinale Giuseppe Mezzofanti 20, Argonne - Corsica, Milano",citta-studi-susa,800,55
"Trilocale viale Romagna, Citta Studi, Milano",citta-studi-susa,1800,70
"Bilocale via Stefano Canzio, Citta Studi, Milano",citta-studi-susa,680,35
"Bilocale via Gustavo Modena 39, Plebisciti - Susa, Milano",citta-studi-susa,1200,50
"Bilocale via Stefano Canzio, Citta Studi, Milano",citta-studi-susa,680,35
"Bilocale piazza Aspromonte, Citta Studi, Milano",citta-studi-susa,1400,70
"Bilocale via Gaspare Aselli, Citta Studi, Milano",citta-studi-susa,1400,75
"Bilocale via Lomellina 13, Argonne - Corsica, Milano",citta-studi-susa,850,55
"Bilocale via Tiepolo, Citta Studi, Milano",citta-studi-susa,1300,60
"Trilocale viale Romagna, Citta Studi, Milano",citta-studi-susa,1800,70
"Trilocale via Alfredo Catalani, Casoretto, Milano",citta-studi-susa,1400,85
"Bilocale via Giovanni Pacini, Citta Studi, Milano",citta-studi-susa,1100,55
"Bilocale via Garofalo 32, Citta Studi, Milano",citta-studi-susa,1350,45
"Trilocale via Alfredo Catalani, Casoretto, Milano",citta-studi-susa,1400,85
"Bilocale via Giovanni Pacini, Citta Studi, Milano",citta-studi-susa,1100,55
"Bilocale via Stefano Canzio, Citta Studi, Milano",citta-studi-susa,680,35
"Monolocale via Gaspare Aselli 5, Citta Studi, Milano",citta-studi-susa,850,45
"Bilocale viale Corsica 79, Porta Vittoria, Milano",citta-studi-susa,850,45
"Bilocale via Accademia 29, Casoretto, Milano",citta-studi-susa,850,55
"Bilocale viale Lombardia, Citta Studi, Milano",citta-studi-susa,1200,80
"Bilocale via Bassini 31, Citta Studi, Milano",citta-studi-susa,1100,65
"Monolocale via Gaspare Aselli, Citta Studi, Milano",citta-studi-susa,850,40
"Trilocale ottimo stato, quinto piano, Casoretto, Milano",citta-studi-susa,1200,85
"Trilocale via Alfredo Catalani, 67, Casoretto, Milano",citta-studi-susa,"14501550(-6,5%)",80
"Monolocale via Giacomo Zanella 56, Argonne - Corsica, Milano",citta-studi-susa,650,32
"Bilocale via Giacomo Zanella, Argonne - Corsica, Milano",citta-studi-susa,1400,75
"Monolocale via Lomellina, Argonne - Corsica, Milano",citta-studi-susa,800,30
"Bilocale via Porpora, Citta Studi, Milano",citta-studi-susa,1300,50
"Trilocale via Alfredo Catalani, Casoretto, Milano",citta-studi-susa,1400,85
"Bilocale via Giovanni Pacini, Citta Studi, Milano",citta-studi-susa,1100,55
"Bilocale ottimo stato, piano terra, Citta Studi, Milano",citta-studi-susa,1050,60
"Quadrilocale via Noe, Citta Studi, Milano",citta-studi-susa,3250,160
"Appartamento via Camillo Golgi 60, Citta Studi, Milano",citta-studi-susa,2400,95
"Monolocale via Strambio , 28, Citta Studi, Milano",citta-studi-susa,830,41
"Monolocale via Mezzofanti, 8, Argonne - Corsica, Milano",citta-studi-susa,685,35
"Trilocale corso 22 Marzo, Porta Vittoria, Milano",citta-studi-susa,1600,75
"Bilocale via Montenevoso, 8, Casoretto, Milano",citta-studi-susa,1300,65
"Monolocale piazza Giuseppe Grandi, Plebisciti - Susa, Milano",citta-studi-susa,1000,37
"Monolocale via Plinio, Citta Studi, Milano",citta-studi-susa,850,25
"Bilocale via Stefano Canzio, Citta Studi, Milano",citta-studi-susa,680,35
"Monolocale via Giovanni Bottesini, Citta Studi, Milano",citta-studi-susa,1200,35
"Bilocale via Renato Fucini 16, Citta Studi, Milano",citta-studi-susa,1200,35
"Monolocale via Paracelso,1o/A, Buenos Aires, Milano",citta-studi-susa,1500,40
"Monolocale via Accademia,32, Casoretto, Milano",citta-studi-susa,1200,30
"Monolocale via Luisa Battistotti Sassi,13, Plebisciti - Susa, Milano",citta-studi-susa,1700,41
"Appartamento via Antonio Sacchini,16, Citta Studi, Milano",citta-studi-susa,1750,50
"Monolocale viale Corsica,99, Argonne - Corsica, Milano",citta-studi-susa,2000,35
"Monolocale viale Corsica,99, Argonne - Corsica, Milano",citta-studi-susa,1900,30
"Monolocale via Giovanni Milani,7, Citta Studi, Milano",citta-studi-susa,1450,40
"Bilocale piazza San Materno,2, Casoretto, Milano",citta-studi-susa,1300,60
"Trilocale via Gaetano Strambio,29, Citta Studi, Milano",citta-studi-susa,1800,75
"Trilocale via Nicola Antonio Porpora,167, Casoretto, Milano",citta-studi-susa,1600,85
"Monolocale via Pompeo Cambiasi, Casoretto, Milano",citta-studi-susa,850,30
"Monolocale via Giovanni Ricordi, Citta Studi, Milano",citta-studi-susa,560,33
"Monolocale via Vallazze, Citta Studi, Milano",citta-studi-susa,650,30
"Trilocale via Pinturicchio, Citta Studi, Milano",citta-studi-susa,845,85
"Trilocale via Luigi Capranica, Citta Studi, Milano",citta-studi-susa,1200,85
"Quadrilocale piazza Aspromonte, Citta Studi, Milano",citta-studi-susa,2100,90
"Bilocale piazza Francesco Durante 36, Parco Trotter, Milano",citta-studi-susa,800,35
"Bilocale via Casoretto, Casoretto, Milano",citta-studi-susa,600,35
"Monolocale via Nicola Antonio Porpora, Casoretto, Milano",citta-studi-susa,690,27
"Appartamento via Giovanni Battista Viotti,9, Citta Studi, Milano",citta-studi-susa,1300,25
"Trilocale piazza Giuseppe Grandi, Plebisciti - Susa, Milano",citta-studi-susa,1600,70
"Bilocale piazza Aspromonte, Citta Studi, Milano",citta-studi-susa,1200,70
"Quadrilocale piazzale Susa, Plebisciti - Susa, Milano",citta-studi-susa,1800,100
"Bilocale buono stato, secondo piano, Plebisciti - Susa, Milano",citta-studi-susa,1300,70
"Appartamento via Giovanni Ricordi, 19, Casoretto, Milano",citta-studi-susa,1350,82
"Bilocale via Giacomo Zanella, Argonne - Corsica, Milano",citta-studi-susa,1000,40
"Bilocale nuovo, Citta Studi, Milano",citta-studi-susa,1050,55
"Quadrilocale viale Campania, Plebisciti - Susa, Milano",citta-studi-susa,3860,13
"Quadrilocale ottimo stato, sesto piano, Citta Studi, Milano",citta-studi-susa,2100,90
"Bilocale ottimo stato, ottavo piano, Citta Studi, Milano",citta-studi-susa,1400,70
"Bilocale secondo piano, Argonne - Corsica, Milano",citta-studi-susa,1800,60
"Bilocale piazza Aspromonte 51, Citta Studi, Milano",citta-studi-susa,1400,70
"Bilocale piazza Aspromonte 51, Citta Studi, Milano",citta-studi-susa,1300,60
"Trilocale piazza Aspromonte 51, Citta Studi, Milano",citta-studi-susa,1900,90
"Trilocale viale Argonne, Citta Studi, Milano",citta-studi-susa,1400,70
"Bilocale via Giovanni Pacini 36, Citta Studi, Milano",citta-studi-susa,1100,58
"Appartamento via Antonio Picozzi 20, Casoretto, Milano",citta-studi-susa,1100,55
"Bilocale via Averardo Buschi 6, Citta Studi, Milano",citta-studi-susa,1200,70
"Bilocale via Gaetano Strambio 29, Citta Studi, Milano",citta-studi-susa,1400,70
"Trilocale via Sansovino 4, Citta Studi, Milano",citta-studi-susa,1750,100
"Loft via Niccolo Jommelli 46, Casoretto, Milano",citta-studi-susa,1900,148
"Bilocale via Luigi Mancinelli 15, Casoretto, Milano",citta-studi-susa,600,20
"Bilocale via Temistocle Calzecchi 4, Citta Studi, Milano",citta-studi-susa,970,60
"Bilocale via Nicola Antonio Porpora 111, Casoretto, Milano",citta-studi-susa,1000,50
"Bilocale via Beato Angelico 25, Citta Studi, Milano",citta-studi-susa,1400,60
"Bilocale via Francesco Ingegnoli 1, Casoretto, Milano",citta-studi-susa,800,74
"Bilocale via Lambrate 16, Casoretto, Milano",citta-studi-susa,1400,50
"Monolocale via Dalmazio Birago 2, Citta Studi, Milano",citta-studi-susa,850,40
"Trilocale via Alfredo Catalani 75, Casoretto, Milano",citta-studi-susa,1400,62
"Bilocale viale Argonne 40, Argonne - Corsica, Milano",citta-studi-susa,1100,53
"Bilocale viale Umbria, Porta Vittoria, Milano",citta-studi-susa,1200,40
"Bilocale corso 22 Marzo 38, Porta Vittoria, Milano",citta-studi-susa,950,50
"Bilocale via Pellegrino Strobel 3, Citta Studi, Milano",citta-studi-susa,970,43
"Monolocale via Carlo Valvassori Peroni 59, Citta Studi, Milano",citta-studi-susa,590,20
"Bilocale via Nicola Antonio Porpora 154, Citta Studi, Milano",citta-studi-susa,1400,60
"Bilocale via Alfonso Corti 30, Citta Studi, Milano",citta-studi-susa,1000,55
"Palazzo - Edificio via Andrea Costa 8, Casoretto, Milano",citta-studi-susa,2000,120
"Trilocale via Sebastiano De Albertis, Plebisciti - Susa, Milano",citta-studi-susa,2300,110
"Quadrilocale via Negroli 39, Argonne - Corsica, Milano",citta-studi-susa,2000,150
"Monolocale via Lomellina 34, Argonne - Corsica, Milano",citta-studi-susa,1500,45
"Appartamento via Adolfo Wildt 5, Casoretto, Milano",citta-studi-susa,750,50
"Bilocale piazza Giuseppe Grandi 5, Plebisciti - Susa, Milano",citta-studi-susa,1200,70
"Monolocale via Pompeo Cambiasi 8, Casoretto, Milano",citta-studi-susa,800,35
"Palazzo - Edificio viale Romagna 60, Citta Studi, Milano",citta-studi-susa,1300,70
"Trilocale corso 22 Marzo 37, Plebisciti - Susa, Milano",citta-studi-susa,800,90
"Trilocale via Romolo Gessi 48, Washington, Milano",solari-washington,2333,127
"Trilocale via GIORGIO WASHINGTON  71, Washington, Milano",solari-washington,1550,105
"Trilocale via SALVIO GIULIANO  4, Washington, Milano",solari-washington,1550,105
"Monolocale via Raffaello Sanzio 1, Vercelli - Wagner, Milano",solari-washington,1000,24
"Bilocale via Tortona 18, Solari, Milano",solari-washington,"12001300(-7,7%)",65
"Trilocale via Antonio Cecchi 14, Washington, Milano",solari-washington,2500,90
"Bilocale via Sardegna 27, Washington, Milano",solari-washington,1700,75
"Bilocale via Novi 3, Solari, Milano",solari-washington,1800,73
"Quadrilocale via Vincenzo Foppa 11, Solari, Milano",solari-washington,3000,158
"Bilocale via Savona,11, Solari, Milano",solari-washington,2300,50
"Quadrilocale corso Vercelli 23/25, Vercelli - Wagner, Milano",solari-washington,2700,150
"Bilocale via Trezzo d'Adda 9, Solari, Milano",solari-washington,1500,85
"Bilocale via Andrea Solari 39, Solari, Milano",solari-washington,1350,45
"Quadrilocale via Letizia, Solari, Milano",solari-washington,2800,130
"Appartamento via Monferrato, Washington, Milano",solari-washington,4200,230
"Bilocale corso Vercelli, Vercelli - Wagner, Milano",solari-washington,1300,55
"Bilocale via Marghera 43, Frua, Milano",solari-washington,1350,55
"Bilocale via Buonarroti 6, Vercelli - Wagner, Milano",solari-washington,1250,60
"Trilocale corso Vercelli, Vercelli - Wagner, Milano",solari-washington,1800,70
"Quadrilocale via George Washington 98, Washington, Milano",solari-washington,2650,140
"Trilocale via Francesco Cherubini 6, Vercelli - Wagner, Milano",solari-washington,2500,110
"Appartamento via Giotto 5, Vercelli - Wagner, Milano",solari-washington,3500,160
"Bilocale via Fra' Bartolomeo, Washington, Milano",solari-washington,1750,70
"Appartamento piazzale Baracca, Vercelli - Wagner, Milano",solari-washington,7000,350
"Bilocale via Vincenzo Foppa 41, Solari, Milano",solari-washington,1250,67
"Trilocale via Savona, Solari, Milano",solari-washington,2590,110
"Appartamento piazzale Francesco Baracca, Vercelli - Wagner, Milano",solari-washington,6000,355
"Quadrilocale via California, Dezza, Milano",solari-washington,2834,150
"Trilocale via foppa, 40, Dezza, Milano",solari-washington,"14001500(-6,7%)",85
"Bilocale via George Washington, Washington, Milano",solari-washington,1300,60
"Monolocale piazza Riccardo Wagner, Vercelli - Wagner, Milano",solari-washington,1000,40
"Bilocale via Marghera, Vercelli - Wagner, Milano",solari-washington,1400,55
"Trilocale via Ravizza 3, De Angeli, Milano",solari-washington,2100,80
"Bilocale via Tortona,20, Solari, Milano",solari-washington,2600,55
"Trilocale via Moise Loria 77, Dezza, Milano",solari-washington,2000,135
"Monolocale via rasori 14, Vercelli - Wagner, Milano",solari-washington,800,30
"Bilocale via Washington, Washington, Milano",solari-washington,1500,60
"Bilocale corso Vercelli, Vercelli - Wagner, Milano",solari-washington,1300,55
"Trilocale piazza Irnerio 10, Washington, Milano",solari-washington,2800,120
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,1600,68
"Bilocale via Voghera 16, Solari, Milano",solari-washington,1250,76
"Trilocale via Savona, Solari, Milano",solari-washington,2500,110
"Appartamento via Andrea Verga, Vercelli - Wagner, Milano",solari-washington,5500,340
"Trilocale via California, Dezza, Milano",solari-washington,1390,70
"Trilocale via Malachia Marchesi de' Taddei 2, Frua, Milano",solari-washington,2083,80
"Monolocale viale Coni Zugna 52, Solari, Milano",solari-washington,1500,30
"Bilocale via Sardegna San c, Frua, Milano",solari-washington,"13001400(-7,1%)",65
"Bilocale via Stromboli, Dezza, Milano",solari-washington,1200,50
"Bilocale via Marghera, Vercelli - Wagner, Milano",solari-washington,1200,50
"Bilocale via Giovanni Rasori, Vercelli - Wagner, Milano",solari-washington,1400,60
"Bilocale viale Coni Zugna, Solari, Milano",solari-washington,1680,50
"Attico via del Caravaggio 16, Solari, Milano",solari-washington,2100,100
"Loft via Giovanni Rasori 7, Vercelli - Wagner, Milano",solari-washington,1250,45
"Trilocale via Clefi, Frua, Milano",solari-washington,1650,90
"Trilocale via Luigi Pirandello 8, Washington, Milano",solari-washington,2000,110
"Monolocale via Stendhal 65, Dezza, Milano",solari-washington,1210,60
"Trilocale via Cola di Rienzo 22, Solari, Milano",solari-washington,2000,100
"Bilocale via Tortona, Solari, Milano",solari-washington,2000,60
"Attico via Andrea Solari 6, Solari, Milano",solari-washington,4452,130
"Bilocale via Michelangelo Buonarroti 15, Vercelli - Wagner, Milano",solari-washington,1800,70
"Bilocale via costanza , 24, Washington, Milano",solari-washington,1150,65
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,1880,55
"Quadrilocale via Andrea Solari, Solari, Milano",solari-washington,4452,130
"Bilocale piazza Riccardo Wagner, Vercelli - Wagner, Milano",solari-washington,1250,60
"Trilocale via Giasone del Maino 27, Washington, Milano",solari-washington,2270,91
"Monolocale piazza Riccardo Wagner, Vercelli - Wagner, Milano",solari-washington,1000,44
"Bilocale piazza Riccardo Wagner, Vercelli - Wagner, Milano",solari-washington,1300,70
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,2190,64
"Bilocale via George Washington, Washington, Milano",solari-washington,1300,80
"Trilocale via Andrea Solari, Solari, Milano",solari-washington,3305,96
"Monolocale piazza Riccardo Wagner, Vercelli - Wagner, Milano",solari-washington,1000,30
"Trilocale via Giacomo Boni 33, Dezza, Milano",solari-washington,1700,95
"Bilocale piazza Riccardo Wagner, Vercelli - Wagner, Milano",solari-washington,1000,40
"Attico via Rasori  14, Vercelli - Wagner, Milano",solari-washington,1200,60
"Bilocale via Savona 23, Solari, Milano",solari-washington,1200,45
"Bilocale via Raffaello Sanzio, Vercelli - Wagner, Milano",solari-washington,1400,60
"Trilocale piazza Riccardo Wagner, Vercelli - Wagner, Milano",solari-washington,1670,80
"Bilocale via Sardegna, Frua, Milano",solari-washington,2000,80
"Monolocale via San Siro 3, Vercelli - Wagner, Milano",solari-washington,"730770(-5,2%)",28
"Monolocale corso Vercelli 55, Washington, Milano",solari-washington,1100,45
"Bilocale via Ambrogio da Fossano Bergognone 5, Solari, Milano",solari-washington,1350,60
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,1750,55
"Bilocale via Valparaiso, Solari, Milano",solari-washington,1500,55
"Trilocale via Andrea Solari 6, Solari, Milano",solari-washington,2916,80
"Bilocale via Andrea Solari 1, Solari, Milano",solari-washington,1880,55
"Bilocale via Andrea Solari 6, Solari, Milano",solari-washington,1916,55
"Quadrilocale via Solari 6, Solari, Milano",solari-washington,4452,130
"Bilocale solari 6, Solari, Milano",solari-washington,2166,60
"Trilocale via Solari 6, Solari, Milano",solari-washington,3305,96
"Bilocale solari 6, Solari, Milano",solari-washington,2070,60
"Bilocale via Andrea Solari 6, Solari, Milano",solari-washington,2190,65
"Quadrilocale via George Washington 18, Washington, Milano",solari-washington,2400,140
"Attico via Andrea Solari, Solari, Milano",solari-washington,2690,78
"Bilocale via Andrea Solari 6, Solari, Milano",solari-washington,1890,55
"Trilocale via Romolo Gessi 54, Washington, Milano",solari-washington,1917,90
"Bilocale via Ambrogio da Fossano Bergognone 9, Solari, Milano",solari-washington,2000,70
"Trilocale via Marchesi de' Taddei 2, Frua, Milano",solari-washington,2083,80
"Trilocale via Marchesi de' Taddei 2, Frua, Milano",solari-washington,2083,80
"Bilocale via Andrea Solari 72, Solari, Milano",solari-washington,1650,50
"Appartamento via Domenico Cimarosa 20, Washington, Milano",solari-washington,6000,310
"Trilocale via Andrea Solari, Solari, Milano",solari-washington,3305,110
"Bilocale via George Washington 85, Washington, Milano",solari-washington,1100,55
"Quadrilocale via Andrea Solari, Solari, Milano",solari-washington,4452,150
"Trilocale via Giacomo Boni 33, Dezza, Milano",solari-washington,1800,95
"Bilocale viale Ergisto Bezzi 73, Frua, Milano",solari-washington,1300,70
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,1917,62
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,2070,70
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,2167,70
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,2917,92
"Trilocale via Malachia Marchesi de' Taddei, Frua, Milano",solari-washington,2083,88
"Trilocale via Malachia Marchesi de' Taddei, Frua, Milano",solari-washington,2083,88
"Bilocale via Coluccio Salutati 15, Vercelli - Wagner, Milano",solari-washington,1200,45
"Trilocale via Romolo Gessi 22, Washington, Milano",solari-washington,1470,70
"Attico corso Vercelli, Vercelli - Wagner, Milano",solari-washington,6200,200
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,2180,64
"Quadrilocale via Raffaello Sanzio, Vercelli - Wagner, Milano",solari-washington,3833,140
"Bilocale via Andrea Solari 6, Solari, Milano",solari-washington,2916,80
"Bilocale via Panizza, 10, Vercelli - Wagner, Milano",solari-washington,1500,71
"Trilocale viale Coni Zugna 36, Solari, Milano",solari-washington,2450,105
"Trilocale via Andrea Solari 50, Solari, Milano",solari-washington,2215,95
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,1750,55
"Bilocale via Belfiore 9, Vercelli - Wagner, Milano",solari-washington,2000,65
"Monolocale via Raffaello Sanzio 7, Vercelli - Wagner, Milano",solari-washington,1350,40
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,2125,64
"Quadrilocale via Andrea Solari 6, Solari, Milano",solari-washington,4452,130
"Trilocale via Andrea Solari, Solari, Milano",solari-washington,3500,96
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,1880,63
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,2190,75
"Bilocale via Costanza, Washington, Milano",solari-washington,1300,60
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,1890,65
"Bilocale via George Washington, Washington, Milano",solari-washington,1300,60
"Appartamento via Andrea Solari, Solari, Milano",solari-washington,4500,190
"Bilocale via Andrea Solari, Solari, Milano",solari-washington,2166,61
"Trilocale via Giuseppe Frua 24, Frua, Milano",solari-washington,2100,130
"Bilocale via dei Gracchi, Frua, Milano",solari-washington,1000,100
